DRUG_ID,DRUG_NAME,drug_key,canonical_smiles,smiles,inchikey,pubchem_cid,has_ChEMBL,has_DRKG,has_PrimeKG
754,tioxolone,BRD-K41876534-001-13-7,O=c1oc2cc(O)ccc2s1,Oc1ccc2sc(=O)oc2c1,SLYPOVJCSQHITR-UHFFFAOYSA-N,,0,0,0
755,buparlisib,BRD-K42191735-001-05-3,Nc1cc(C(F)(F)F)c(-c2cc(N3CCOCC3)nc(N3CCOCC3)n2)cn1,Nc1cc(c(cn1)-c1cc(nc(n1)N1CCOCC1)N1CCOCC1)C(F)(F)F,CWHUFRVAEUJCEF-UHFFFAOYSA-N,,1,0,0
756,"MNS-(3,4-Methylenedioxy-nitrostyrene)",BRD-K42205652-001-02-7,O=[N+]([O-])/C=C/c1ccc2c(c1)OCO2,[O-][N+](=O)\C=C\c1ccc2OCOc2c1,KFLWBZPSJQPRDD-ONEGZZNKSA-N,,0,0,0
757,AZ20,BRD-K42436189-001-01-2,C[C@@H]1COCCN1c1cc(C2(S(C)(=O)=O)CC2)nc(-c2cccc3[nH]ccc23)n1,C[C@@H]1COCCN1c1cc(nc(n1)-c1cccc2[nH]ccc12)C1(CC1)S(C)(=O)=O,SCGCBAAYLFTIJU-CQSZACIVSA-N,,0,0,0
758,tasisulam,BRD-K42495768-001-01-7,O=C(NS(=O)(=O)c1ccc(Br)s1)c1ccc(Cl)cc1Cl,Clc1ccc(C(=O)NS(=O)(=O)c2ccc(Br)s2)c(Cl)c1,WWONFUQGBVOKOF-UHFFFAOYSA-N,,0,0,0
760,verubulin,BRD-K42673188-001-01-1,COc1ccc(N(C)c2nc(C)nc3ccccc23)cc1,COc1ccc(cc1)N(C)c1nc(C)nc2ccccc12,SNHCRNMVYDHVDT-UHFFFAOYSA-N,,1,0,0
761,epiandrosterone,BRD-K42756753-001-01-9,C[C@]12CC[C@H](O)C[C@@H]1CC[C@@H]1[C@H]2CC[C@]2(C)C(=O)CC[C@@H]12,C[C@]12CC[C@@H]3[C@@H](CC[C@H]4C[C@@H](O)CC[C@]34C)[C@@H]1CCC2=O,QGXBDMJGAMFCBF-DBQFFBIKSA-N,,0,0,0
762,osimertinib,BRD-K42805893-001-04-9,C=CC(=O)Nc1cc(Nc2nccc(-c3cn(C)c4ccccc34)n2)c(OC)cc1N(C)CCN(C)C,COc1cc(N(C)CCN(C)C)c(NC(=O)C=C)cc1Nc1nccc(n1)-c1cn(C)c2ccccc12,DUYJMQONPNNFPI-UHFFFAOYSA-N,,1,0,1
763,sunitinib,BRD-K42828737-001-03-3,CCN(CC)CCNC(=O)c1c(C)[nH]c(/C=C2\C(=O)Nc3ccc(F)cc32)c1C,CCN(CC)CCNC(=O)c1c(C)[nH]c(\C=C2/C(=O)Nc3ccc(F)cc23)c1C,WINHZLLDWRZWRT-ATVHPVEESA-N,,1,0,1
765,temsirolimus,BRD-K42898655-001-01-8,CO[C@H]1C[C@H]2CC[C@@H](C)[C@@](O)(O2)C(=O)C(=O)N2CCCC[C@H]2C(=O)O[C@H]([C@H](C)C[C@@H]2CC[C@H](OC(=O)C(C)(CO)CO)[C@H](OC)C2)CC(=O)[C@H](C)/C=C(\C)[C@@H](O)[C@@H](OC)C(=O)[C@H](C)C[C@H](C)/C=C/C=C/C=C/1C,CO[C@@H]1C[C@H](C[C@@H](C)[C@@H]2CC(=O)[C@H](C)\C=C(C)\[C@@H](O)[C@@H](OC)C(=O)[C@H](C)C[C@H](C)\C=C\C=C\C=C(C)\[C@H](C[C@H]3CC[C@@H](C)[C@@](O)(O3)C(=O)C(=O)N3CCCC[C@H]3C(=O)O2)OC)CC[C@@H]1OC(=O)C(C)(CO)CO,CBPNZQVSJQDFBE-SREVRWKESA-N,,1,0,1
766,acetophenazine,BRD-K42938903-332-01-1,CC(=O)c1ccc2c(c1)N(CCCN1CCN(CCO)CC1)c1ccccc1S2,CC(=O)c1ccc2Sc3ccccc3N(CCCN3CCN(CCO)CC3)c2c1,WNTYBHLDCKXEOT-UHFFFAOYSA-N,,0,0,1
767,CHIR-98014,BRD-K42973005-001-04-0,Nc1nc(NCCNc2ncc(-n3ccnc3)c(-c3ccc(Cl)cc3Cl)n2)ccc1[N+](=O)[O-],Nc1nc(NCCNc2ncc(c(n2)-c2ccc(Cl)cc2Cl)-n2ccnc2)ccc1[N+]([O-])=O,MDZCSIDIPDZWKL-UHFFFAOYSA-N,,0,0,0
768,mibampator,BRD-K42981054-001-01-9,CC(C)S(=O)(=O)NC[C@H](C)c1ccc(-c2ccc(CCNS(C)(=O)=O)cc2)cc1,CC(C)S(=O)(=O)NC[C@H](C)c1ccc(cc1)-c1ccc(CCNS(C)(=O)=O)cc1,ULRDYYKSPCRXAJ-KRWDZBQOSA-N,,1,0,0
769,SR-33805,BRD-K43002771-034-01-6,COc1ccc(CCN(C)CCCOc2ccc(S(=O)(=O)c3c(C(C)C)c4ccccc4n3C)cc2)cc1OC,COc1ccc(CCN(C)CCCOc2ccc(cc2)S(=O)(=O)c2c(C(C)C)c3ccccc3n2C)cc1OC,GCVFQRRBTCHIPK-UHFFFAOYSA-N,,0,0,0
770,GDC-0349,BRD-K43187018-001-03-3,CCNC(=O)Nc1ccc(-c2nc3c(c(N4CCOC[C@@H]4C)n2)CCN(C2COC2)C3)cc1,CCNC(=O)Nc1ccc(cc1)-c1nc2CN(CCc2c(n1)N1CCOC[C@@H]1C)C1COC1,RGJOJUGRHPQXGF-INIZCTEOSA-N,,1,0,0
771,polydatin,BRD-K43236057-001-07-1,OC[C@H]1O[C@@H](Oc2cc(O)cc(/C=C/c3ccc(O)cc3)c2)[C@H](O)[C@@H](O)[C@@H]1O,OC[C@H]1O[C@@H](Oc2cc(O)cc(\C=C\c3ccc(O)cc3)c2)[C@H](O)[C@@H](O)[C@@H]1O,HSTZMXCBWJGKHG-CUYWLFDKSA-N,,0,0,0
772,daunorubicin,BRD-K43389675-001-02-1,COc1cccc2c1C(=O)c1c(O)c3c(c(O)c1C2=O)C[C@@](O)(C(C)=O)C[C@@H]3O[C@H]1C[C@H](N)[C@H](O)[C@H](C)O1,COc1cccc2C(=O)c3c(O)c4C[C@](O)(C[C@H](O[C@H]5C[C@H](N)[C@H](O)[C@H](C)O5)c4c(O)c3C(=O)c12)C(C)=O,STQGQHZAVUOBTE-VGBVRHCVSA-N,,1,0,1
774,BMS-387032,BRD-K43389698-001-09-9,CC(C)(C)c1cnc(CSc2cnc(NC(=O)C3CCNCC3)s2)o1,CC(C)(C)c1cnc(CSc2cnc(NC(=O)C3CCNCC3)s2)o1,OUSFTKFNBAZUKL-UHFFFAOYSA-N,,1,0,0
775,oncrasin-1,BRD-K43449605-001-01-0,O=Cc1cn(Cc2ccc(Cl)cc2)c2ccccc12,Clc1ccc(Cn2cc(C=O)c3ccccc23)cc1,ZDRQMXCSSAPUMM-UHFFFAOYSA-N,,0,0,0
776,acetazolamide,BRD-K43457670-001-27-8,CC(=O)Nc1nnc(S(N)(=O)=O)s1,CC(=O)Nc1nnc(s1)S(N)(=O)=O,BZKPWHYZMXOIDC-UHFFFAOYSA-N,,1,0,1
777,OTX015,BRD-K43471985-001-03-0,Cc1sc2c(c1C)C(c1ccc(Cl)cc1)=N[C@@H](CC(=O)Nc1ccc(O)cc1)c1nnc(C)n1-2,Cc1sc-2c(c1C)C(=N[C@@H](CC(=O)Nc1ccc(O)cc1)c1nnc(C)n-21)c1ccc(Cl)cc1,GNMUEVRJHCWKTO-FQEVSTJZSA-N,,1,0,0
778,defactinib,BRD-K43578482-001-01-4,CNC(=O)c1ccc(Nc2ncc(C(F)(F)F)c(NCc3nccnc3N(C)S(C)(=O)=O)n2)cc1,CNC(=O)c1ccc(Nc2ncc(c(NCc3nccnc3N(C)S(C)(=O)=O)n2)C(F)(F)F)cc1,FWLMVFUGMHIOAA-UHFFFAOYSA-N,,1,0,0
779,CP-673451,BRD-K43621685-001-02-5,COCCOc1ccc2c(c1)ncn2-c1ccc2cccc(N3CCC(N)CC3)c2n1,COCCOc1ccc2n(cnc2c1)-c1ccc2cccc(N3CCC(N)CC3)c2n1,DEEOXSOLTLIWMG-UHFFFAOYSA-N,,0,0,0
780,WP1130,BRD-K43644456-001-04-0,CCC[C@H](NC(=O)/C(C#N)=C/c1cccc(Br)n1)c1ccccc1,CCC[C@H](NC(=O)C(=C\c1cccc(Br)n1)\C#N)c1ccccc1,LIDOPKHSVQTSJY-VMEIHUARSA-N,,0,0,0
781,iobenguane,BRD-K43860855-065-11-9,N=C(N)NCc1cccc(I)c1,NC(=N)NCc1cccc(I)c1,PDWUPXJEEYOOTR-UHFFFAOYSA-N,,0,0,1
782,"L-798,106",BRD-K43905307-001-01-2,COc1ccc(Br)cc1S(=O)(=O)NC(=O)/C=C/c1ccccc1Cc1ccc2ccccc2c1,COc1ccc(Br)cc1S(=O)(=O)NC(=O)\C=C\c1ccccc1Cc1ccc2ccccc2c1,ODTKFNUPVBULRJ-NTCAYCPXSA-N,,0,0,0
783,hyodeoxycholic-acid,BRD-K44009692-001-02-3,C[C@H](CCC(=O)O)[C@H]1CC[C@H]2[C@@H]3C[C@H](O)[C@@H]4C[C@H](O)CC[C@]4(C)[C@H]3CC[C@]12C,C[C@H](CCC(O)=O)[C@H]1CC[C@H]2[C@@H]3C[C@H](O)[C@@H]4C[C@H](O)CC[C@]4(C)[C@H]3CC[C@]12C,DGABKXLVXPYZII-SIBKNCMHSA-N,,1,0,0
784,flufenamic-acid,BRD-K44067360-001-30-3,O=C(O)c1ccccc1Nc1cccc(C(F)(F)F)c1,OC(=O)c1ccccc1Nc1cccc(c1)C(F)(F)F,LPEPZBJOKDYZAD-UHFFFAOYSA-N,,0,0,1
785,Y-27632,BRD-K44084986-300-08-4,C[C@@H](N)[C@H]1CC[C@H](C(=O)Nc2ccncc2)CC1,C[C@@H](N)[C@H]1CC[C@@H](CC1)C(=O)Nc1ccncc1,IYOZTVGMEWJPKR-IJLUTSLNSA-N,,0,0,1
786,ponatinib,BRD-K44227013-001-06-4,Cc1ccc(C(=O)Nc2ccc(CN3CCN(C)CC3)c(C(F)(F)F)c2)cc1C#Cc1cnc2cccnn12,CN1CCN(Cc2ccc(NC(=O)c3ccc(C)c(c3)C#Cc3cnc4cccnn34)cc2C(F)(F)F)CC1,PHXJVRSECIGDHY-UHFFFAOYSA-N,,1,0,1
787,2-methoxyestradiol,BRD-K44408410-001-17-6,COc1cc2c(cc1O)CC[C@@H]1[C@@H]2CC[C@]2(C)[C@@H](O)CC[C@@H]12,COc1cc2[C@H]3CC[C@]4(C)[C@@H](O)CC[C@H]4[C@@H]3CCc2cc1O,CQOQDQWUFQDJMK-SSTWWWIQSA-N,,0,0,1
788,TU-2100,BRD-K44590731-001-01-7,CCOC(=O)c1ccccc1OC(=O)CCCCCCCC(=O)Oc1ccccc1C(=O)OCC,CCOC(=O)c1ccccc1OC(=O)CCCCCCCC(=O)Oc1ccccc1C(=O)OCC,LIBAUACOIKWWKP-UHFFFAOYSA-N,,0,0,0
789,bromosporine,BRD-K44665581-001-01-8,CCOC(=O)Nc1cc(-c2ccc(C)c(NS(C)(=O)=O)c2)nn2c(C)nnc12,CCOC(=O)Nc1cc(nn2c(C)nnc12)-c1ccc(C)c(NS(C)(=O)=O)c1,UYBRROMMFMPJAN-UHFFFAOYSA-N,,0,0,0
790,vismodegib,BRD-K44827188-001-06-0,CS(=O)(=O)c1ccc(C(=O)Nc2ccc(Cl)c(-c3ccccn3)c2)c(Cl)c1,Clc1cc(ccc1C(=O)Nc1ccc(Cl)c(c1)-c1ccccn1)S(C)(=O)=O,BPQMGSKTAYIVFO-UHFFFAOYSA-N,,1,0,1
791,taselisib,BRD-K44844162-001-01-6,Cc1nc(-c2cn3c(n2)-c2ccc(-c4cnn(C(C)(C)C(N)=O)c4)cc2OCC3)n(C(C)C)n1,CC(C)n1nc(C)nc1-c1cn2CCOc3cc(ccc3-c2n1)-c1cnn(c1)C(C)(C)C(N)=O,BEUQXVWXFDOSAQ-UHFFFAOYSA-N,,1,0,0
792,atenolol-(-),BRD-K44993696-001-12-3,CC(C)NC[C@H](O)COc1ccc(CC(N)=O)cc1,CC(C)NC[C@H](O)COc1ccc(CC(N)=O)cc1,METKIMKYRPQLGS-LBPRGKRZSA-N,,0,0,0
793,famciclovir,BRD-K45033733-001-12-2,CC(=O)OCC(CCn1cnc2cnc(N)nc21)COC(C)=O,CC(=O)OCC(CCn1cnc2cnc(N)nc12)COC(C)=O,GGXKWVWZWMLJEH-UHFFFAOYSA-N,,1,0,1
794,clofibrate,BRD-K45252063-001-13-6,CCOC(=O)C(C)(C)Oc1ccc(Cl)cc1,CCOC(=O)C(C)(C)Oc1ccc(Cl)cc1,KNHUKKLJHYUCFP-UHFFFAOYSA-N,,1,0,1
795,7-hydroxystaurosporine,BRD-K45293975-001-02-0,CN[C@@H]1C[C@H]2O[C@@](C)([C@@H]1OC)n1c3ccccc3c3c4c(c5c6ccccc6n2c5c31)C(=O)N[C@H]4O,CN[C@@H]1C[C@H]2O[C@@](C)([C@@H]1OC)n1c3ccccc3c3c4[C@H](O)NC(=O)c4c4c5ccccc5n2c4c13,PBCZSGKMGDDXIJ-KRUBCLEUSA-N,,1,0,1
796,betulinic-acid,BRD-K45401373-001-20-9,C=C(C)[C@@H]1CC[C@]2(C(=O)O)CC[C@]3(C)[C@H](CC[C@@H]4[C@@]5(C)CC[C@H](O)C(C)(C)[C@@H]5CC[C@]43C)[C@@H]12,CC(=C)[C@@H]1CC[C@@]2(CC[C@]3(C)[C@H](CC[C@@H]4[C@@]5(C)CC[C@H](O)C(C)(C)[C@@H]5CC[C@@]34C)[C@@H]12)C(O)=O,QGJZLNKBHJESQX-FZFNOLFKSA-N,,0,0,0
797,JZL-184,BRD-K45446451-001-05-0,O=C(Oc1ccc([N+](=O)[O-])cc1)N1CCC(C(O)(c2ccc3c(c2)OCO3)c2ccc3c(c2)OCO3)CC1,OC(C1CCN(CC1)C(=O)Oc1ccc(cc1)[N+]([O-])=O)(c1ccc2OCOc2c1)c1ccc2OCOc2c1,SEGYOKHGGFKMCX-UHFFFAOYSA-N,,0,0,0
798,VU0361737,BRD-K45462423-001-03-7,COc1cc(NC(=O)c2ccccn2)ccc1Cl,COc1cc(NC(=O)c2ccccn2)ccc1Cl,ARYUXFNGXHNNDM-UHFFFAOYSA-N,,0,0,0
799,M-344,BRD-K45528773-001-07-2,CN(C)c1ccc(C(=O)NCCCCCCC(=O)NO)cc1,CN(C)c1ccc(cc1)C(=O)NCCCCCCC(=O)NO,MXWDSZWTBOCWBK-UHFFFAOYSA-N,,0,0,0
800,MPI-0479605,BRD-K45551181-001-02-1,Cc1cc(N2CCOCC2)ccc1Nc1nc(NC2CCCCC2)c2[nH]cnc2n1,Cc1cc(ccc1Nc1nc(NC2CCCCC2)c2[nH]cnc2n1)N1CCOCC1,OVJBNYKNHXJGSA-UHFFFAOYSA-N,,0,0,0
801,3'-fluorobenzylspiperone,BRD-K45662124-050-01-5,O=C(CCCN1CCC2(CC1)C(=O)N(Cc1cccc(F)c1)CN2c1ccccc1)c1ccc(F)cc1,Fc1ccc(cc1)C(=O)CCCN1CCC2(CC1)N(CN(Cc1cccc(F)c1)C2=O)c1ccccc1,DXZKTRNEOISOCA-UHFFFAOYSA-N,,0,0,0
802,anguidine,BRD-K45724504-001-01-6,CC(=O)OC[C@]12CCC(C)=C[C@H]1O[C@@H]1[C@H](O)[C@@H](OC(C)=O)[C@@]2(C)[C@@]12CO2,CC(=O)OC[C@]12CCC(C)=C[C@H]1O[C@@H]1[C@H](O)[C@@H](OC(C)=O)[C@@]2(C)[C@@]11CO1,AUGQEEXBDZWUJY-ZLJUKNTDSA-N,,0,0,0
803,XBD173,BRD-K45875383-001-01-2,CCN(Cc1ccccc1)C(=O)Cn1c(=O)n(C)c2cnc(-c3ccccc3)nc21,CCN(Cc1ccccc1)C(=O)Cn1c2nc(ncc2n(C)c1=O)-c1ccccc1,NBMBIEOUVBHEBM-UHFFFAOYSA-N,,1,0,0
804,ARRY-334543,BRD-K46386702-001-02-1,C[C@@H]1COC(Nc2ccc3ncnc(Nc4ccc(OCc5nccs5)c(Cl)c4)c3c2)=N1,C[C@@H]1COC(Nc2ccc3ncnc(Nc4ccc(OCc5nccs5)c(Cl)c4)c3c2)=N1,UWXSAYUXVSFDBQ-CYBMUJFWSA-N,,1,0,0
805,TG-100713,BRD-K46392623-001-02-5,Nc1nc(N)c2nc(-c3cccc(O)c3)cnc2n1,Nc1nc(N)c2nc(cnc2n1)-c1cccc(O)c1,UOORQSPLBHUQDQ-UHFFFAOYSA-N,,0,0,0
806,acetylsalicylsalicylic-acid,BRD-K46585355-001-14-3,CC(=O)Oc1ccccc1C(=O)Oc1ccccc1C(=O)O,CC(=O)Oc1ccccc1C(=O)Oc1ccccc1C(O)=O,DDSFKIFGAPZBSR-UHFFFAOYSA-N,,0,0,0
807,KP-1212,BRD-K46690591-001-01-2,NC1=NC(=O)N([C@H]2C[C@@H](O)[C@@H](CO)O2)CN1,NC1=NC(=O)N(CN1)[C@H]1C[C@@H](O)[C@@H](CO)O1,LAOLDMMWVYDDID-HSUXUTPPSA-N,,0,0,0
808,metyrapone,BRD-K46862739-001-14-3,CC(C)(C(=O)c1cccnc1)c1cccnc1,CC(C)(C(=O)c1cccnc1)c1cccnc1,FJLBFSROUSIWMA-UHFFFAOYSA-N,,1,0,1
809,phenazone,BRD-K46937689-001-15-0,Cc1cc(=O)n(-c2ccccc2)n1C,Cc1cc(=O)n(-c2ccccc2)n1C,VEQOALNAAJBPNY-UHFFFAOYSA-N,,1,0,0
810,cytochalasin-b,BRD-K47000838-001-01-6,C=C1[C@@H](C)[C@H]2[C@H](Cc3ccccc3)NC(=O)[C@]23OC(=O)/C=C\[C@H](O)CCC[C@@H](C)C/C=C/[C@H]3[C@@H]1O,C[C@H]1[C@H]2[C@H](Cc3ccccc3)NC(=O)[C@]22OC(=O)\C=C/[C@H](O)CCC[C@@H](C)C\C=C\[C@H]2[C@H](O)C1=C,GBOGMAARMMDZGR-FFXRSMCQSA-N,,0,0,0
811,BAN-ORL-24,BRD-K47049295-300-01-5,O=C(NCCCN1CCC2(CC1)OCc1ccccc12)[C@H]1CCCN1Cc1ccccc1,O=C(NCCCN1CCC2(CC1)OCc1ccccc21)[C@H]1CCCN1Cc1ccccc1,MAKMQGKJURAJEN-RUZDIDTESA-N,,0,0,0
812,cetrimonium,BRD-K47079459-004-04-6,CCCCCCCCCCCCCCCC[N+](C)(C)C,CCCCCCCCCCCCCCCC[N+](C)(C)C,RLGQACBPNDBWTB-UHFFFAOYSA-N,,0,0,0
813,chlorogenic-acid,BRD-K47114202-001-14-6,O=C(/C=C/c1ccc(O)c(O)c1)O[C@@H]1C[C@](O)(C(=O)O)C[C@@H](O)[C@H]1O,O[C@@H]1C[C@](O)(C[C@@H](OC(=O)\C=C\c2ccc(O)c(O)c2)[C@@H]1O)C(O)=O,CWVRJTMFETXNAD-JUHZACGLSA-N,,0,0,0
814,KI-8751,BRD-K47150025-001-05-3,COc1cc2nccc(Oc3ccc(NC(=O)Nc4ccc(F)cc4F)c(F)c3)c2cc1OC,COc1cc2nccc(Oc3ccc(NC(=O)Nc4ccc(F)cc4F)c(F)c3)c2cc1OC,LFKQSJNCVRGFCC-UHFFFAOYSA-N,,0,0,0
815,4-(4-fluorobenzoyl)-1-(4-phenylbutyl)-piperidine,BRD-K47337578-034-02-5,O=C(c1ccc(F)cc1)C1CCN(CCCCc2ccccc2)CC1,Fc1ccc(cc1)C(=O)C1CCN(CCCCc2ccccc2)CC1,FTJXZACAQRDRNT-UHFFFAOYSA-N,,0,0,0
816,LY2109761,BRD-K47557313-001-02-7,c1ccc(-c2nn3c(c2-c2ccnc4cc(OCCN5CCOCC5)ccc24)CCC3)nc1,C(CN1CCOCC1)Oc1ccc2c(ccnc2c1)-c1c(nn2CCCc12)-c1ccccn1,IHLVSLOZUHKNMQ-UHFFFAOYSA-N,,0,0,0
817,PP-1,BRD-K47598052-001-15-8,Cc1ccc(-c2nn(C(C)(C)C)c3ncnc(N)c23)cc1,Cc1ccc(cc1)-c1nn(c2ncnc(N)c12)C(C)(C)C,ZVPDNRVYHLRXLX-UHFFFAOYSA-N,,0,0,0
818,dexamethasone-acetate,BRD-K47635719-001-21-1,CC(=O)OCC(=O)[C@@]1(O)[C@H](C)C[C@H]2[C@@H]3CCC4=CC(=O)C=C[C@]4(C)[C@@]3(F)[C@@H](O)C[C@@]21C,C[C@@H]1C[C@H]2[C@@H]3CCC4=CC(=O)C=C[C@]4(C)[C@@]3(F)[C@@H](O)C[C@]2(C)[C@@]1(O)C(=O)COC(C)=O,AKUJBENLRBOFTD-RPRRAYFGSA-N,,1,0,1
820,podophyllotoxin,BRD-K47869605-001-32-0,COc1cc([C@@H]2c3cc4c(cc3[C@H](O)[C@H]3COC(=O)[C@H]23)OCO4)cc(OC)c1OC,COc1cc(cc(OC)c1OC)[C@H]1[C@@H]2[C@H](COC2=O)[C@@H](O)c2cc3OCOc3cc12,YJGVMLPVUAXIQN-XVVDYKMHSA-N,,1,0,0
821,bephenium-hydroxynaphthoate,BRD-K47878171-086-06-0,C[N+](C)(CCOc1ccccc1)Cc1ccccc1,C[N+](C)(CCOc1ccccc1)Cc1ccccc1,AVWWVJUMXRXPNF-UHFFFAOYSA-N,,1,0,0
822,balapiravir,BRD-K47976015-001-01-2,CC(C)C(=O)OC[C@@]1(N=[N+]=[N-])O[C@@H](n2ccc(N)nc2=O)[C@H](OC(=O)C(C)C)[C@@H]1OC(=O)C(C)C,CC(C)C(=O)OC[C@]1(O[C@H]([C@H](OC(=O)C(C)C)[C@@H]1OC(=O)C(C)C)n1ccc(N)nc1=O)N=[N+]=[N-],VKXWOLCNTHXCLF-DXEZIKHYSA-N,,1,0,0
823,trometamol,BRD-K47978074-001-02-4,NC(CO)(CO)CO,NC(CO)(CO)CO,LENZDBCJOHFCAS-UHFFFAOYSA-N,,1,0,0
824,cebranopadol,BRD-K48141473-001-01-7,CN(C)[C@]1(c2ccccc2)CC[C@]2(CC1)OCCc1c3cc(F)ccc3[nH]c12,CN(C)[C@]1(CC[C@@]2(CC1)OCCc1c2[nH]c2ccc(F)cc12)c1ccccc1,CSMVOZKEWSOFER-RQNOJGIXSA-N,,1,0,0
825,ethinyl-estradiol,BRD-K48195008-001-19-9,C#C[C@]1(O)CC[C@H]2[C@@H]3CCc4cc(O)ccc4[C@H]3CC[C@@]21C,C[C@]12CC[C@H]3[C@@H](CCc4cc(O)ccc34)[C@@H]1CC[C@@]2(O)C#C,BFPYWIDHMRZLRN-SLHNCBLASA-N,,1,0,0
826,tecastemizole,BRD-K48195801-001-01-6,Fc1ccc(Cn2c(NC3CCNCC3)nc3ccccc32)cc1,Fc1ccc(Cn2c(NC3CCNCC3)nc3ccccc23)cc1,SFOVDSLXFUGAIV-UHFFFAOYSA-N,,0,0,1
827,CNX-774,BRD-K48443249-001-01-0,C=CC(=O)Nc1cccc(Nc2nc(Nc3ccc(Oc4ccnc(C(=O)NC)c4)cc3)ncc2F)c1,CNC(=O)c1cc(Oc2ccc(Nc3ncc(F)c(Nc4cccc(NC(=O)C=C)c4)n3)cc2)ccn1,VVLHQJDAUIPZFH-UHFFFAOYSA-N,,0,0,0
828,YM-201636,BRD-K48488978-001-05-3,Nc1ccc(C(=O)Nc2cccc(-c3nc(N4CCOCC4)c4oc5ncccc5c4n3)c2)cn1,Nc1ccc(cn1)C(=O)Nc1cccc(c1)-c1nc(N2CCOCC2)c2oc3ncccc3c2n1,YBPIBGNBHHGLEB-UHFFFAOYSA-N,,0,0,0
829,methyldopa,BRD-K48578705-001-17-6,C[C@](N)(Cc1ccc(O)c(O)c1)C(=O)O,C[C@](N)(Cc1ccc(O)c(O)c1)C(O)=O,CJCSPKMFHVPWAR-JTQLQIEISA-N,,1,0,1
830,BAY-11-7085,BRD-K48684885-001-04-2,CC(C)(C)c1ccc(S(=O)(=O)/C=C/C#N)cc1,CC(C)(C)c1ccc(cc1)S(=O)(=O)\C=C\C#N,VHKZGNPOHPFPER-ONNFQVAWSA-N,,0,0,0
831,S26948,BRD-K48826825-001-01-8,COC(=O)C(Cc1ccc(OCCn2c(=O)sc3cc(C(=O)c4ccccc4)ccc32)cc1)C(=O)OC,COC(=O)C(Cc1ccc(OCCn2c3ccc(cc3sc2=O)C(=O)c2ccccc2)cc1)C(=O)OC,NSMJEHGOMXSLCW-UHFFFAOYSA-N,,0,0,0
832,cytochlor,BRD-K48988407-001-01-2,Nc1nc(=O)n([C@H]2C[C@@H](O)[C@@H](CO)O2)cc1Cl,Nc1nc(=O)n(cc1Cl)[C@H]1C[C@@H](O)[C@@H](CO)O1,NGGRGTWYSXYVDK-FSDSQADBSA-N,,0,0,0
833,PSB-1115,BRD-K49027941-001-01-1,CCCn1c(=O)[nH]c2nc(-c3ccc(S(=O)(=O)O)cc3)[nH]c2c1=O,CCCn1c(=O)[nH]c2nc([nH]c2c1=O)-c1ccc(cc1)S(O)(=O)=O,UYDRRQPGDSIMNU-UHFFFAOYSA-N,,0,0,0
834,CGS-15943,BRD-K49049886-001-08-7,Nc1nc2ccc(Cl)cc2c2nc(-c3ccco3)nn12,Nc1nc2ccc(Cl)cc2c2nc(nn12)-c1ccco1,MSJODEOZODDVGW-UHFFFAOYSA-N,,0,0,0
835,securinine,BRD-K49071277-001-04-7,O=C1C=C2C=C[C@@H]3C[C@@]2(O1)[C@H]1CCCCN31,O=C1O[C@@]23C[C@@H](C=CC2=C1)N1CCCC[C@H]31,SWZMSZQQJRKFBP-WZRBSPASSA-N,,0,0,0
836,nintedanib,BRD-K49075727-001-08-5,COC(=O)c1ccc2c(c1)NC(=O)/C2=C(\Nc1ccc(N(C)C(=O)CN2CCN(C)CC2)cc1)c1ccccc1,COC(=O)c1ccc2c(NC(=O)\C2=C(/Nc2ccc(cc2)N(C)C(=O)CN2CCN(C)CC2)c2ccccc2)c1,XZXHXSATPCNXJR-ZIADKAODSA-N,,0,0,1
837,prazosin,BRD-K49111258-003-29-7,COc1cc2nc(N3CCN(C(=O)c4ccco4)CC3)nc(N)c2cc1OC,COc1cc2nc(nc(N)c2cc1OC)N1CCN(CC1)C(=O)c1ccco1,IENZQIKPVFGBNW-UHFFFAOYSA-N,,1,0,1
838,BIBU-1361,BRD-K49294207-300-03-8,CCN(CC)CC1CCN(c2ncc3ncnc(Nc4ccc(F)c(Cl)c4)c3n2)CC1,CCN(CC)CC1CCN(CC1)c1ncc2ncnc(Nc3ccc(F)c(Cl)c3)c2n1,JUGSLZCFNSTKBN-UHFFFAOYSA-N,,0,0,0
839,ribitol,BRD-K49313711-001-05-4,OC[C@@H](O)[C@@H](O)[C@@H](O)CO,OC[C@H](O)[C@H](O)[C@H](O)CO,HEBKCHPVOIAQTA-ZXFHETKHSA-N,,0,0,0
840,dasatinib,BRD-K49328571-001-15-0,Cc1nc(Nc2ncc(C(=O)Nc3c(C)cccc3Cl)s2)cc(N2CCN(CCO)CC2)n1,Cc1nc(Nc2ncc(s2)C(=O)Nc2c(C)cccc2Cl)cc(n1)N1CCN(CCO)CC1,ZBNZXTGUTAYRHI-UHFFFAOYSA-N,,1,0,1
841,thioguanine,BRD-K49350383-001-13-7,Nc1nc2nc[nH]c2c(=S)[nH]1,Nc1nc2nc[nH]c2c(=S)[nH]1,WYWHKKSPHMUBEB-UHFFFAOYSA-N,,1,0,0
