cancer_type,target_gene,n_cells,mean_delta_auc,frac_sensitising
Melanoma,H2AJ,12,-0.00017634374076654544,0.09312169312169312
Melanoma,GSTP1,12,-0.00019092222585944305,0.2710688758934373
Melanoma,PARP2,12,-0.00019770294299329785,0.2679360438132368
Melanoma,JUP,12,-0.00021981842572434593,0.07954144620811288
Melanoma,CRIP1,12,-0.00023489860874785032,0.034398496240601505
Melanoma,CBS,12,-0.0003168728271703003,0.012396732572171167
Melanoma,MAPK3,12,-0.0003911111070920015,0.2485194467650608
Melanoma,PIM1,12,-0.00045962350062230445,0.054497354497354496
Melanoma,WEE1,12,-0.0007460217663416794,0.1064327485380117
Melanoma,PARP1,12,-0.0008079265717242379,0.12223614592035643
Neuroblastoma,MAP2K2,9,0.0017027708591841576,0.905761316872428
Neuroblastoma,BRD3,9,0.000558522423186029,0.9551440329218107
Neuroblastoma,GLUL,9,0.00038167478851391934,0.7965314520870076
Neuroblastoma,MTOR,9,0.00037290567949336645,0.7384479717813051
Neuroblastoma,ROCK1,9,0.0003498582848098724,0.624808935920047
Neuroblastoma,TUBA1A,9,0.0003487920192936953,0.8831275720164609
Neuroblastoma,BRD4,9,0.0002735411229271752,0.6693709582598472
Neuroblastoma,BEX3,9,0.000272835121601626,0.7851851851851852
Neuroblastoma,TIMP2,9,0.0002707350455845396,0.8965314520870076
Neuroblastoma,CBS,9,0.0002660013516207174,0.7805996472663139
Neuroblastoma,PIK3CA,9,0.00024649207706614915,0.648559670781893
Neuroblastoma,GSTP1,9,0.00024214501374646917,0.717283950617284
Neuroblastoma,FN1,9,0.0002402519603492692,0.872663139329806
Neuroblastoma,DKK1,9,0.00023988491739146411,0.8580246913580247
Neuroblastoma,COL18A1,9,0.00021788470055778616,0.8774838330393886
Neuroblastoma,CDK2,9,0.00021618149912683293,0.6072310405643739
Neuroblastoma,STC2,9,0.0002137475643798502,0.8206937095825985
Neuroblastoma,MACROH2A2,9,0.00020971318938083842,0.8209876543209877
Neuroblastoma,COL4A2,9,0.0002075952143059112,0.8287477954144621
Neuroblastoma,CTSH,9,0.00020743507775478065,0.7382716049382716
Neuroblastoma,PDLIM4,9,0.00020552462147962715,0.8152263374485597
Neuroblastoma,RBP1,9,0.00020232487036587877,0.9318048206937095
Neuroblastoma,FSTL1,9,0.00019713080999079265,0.8699588477366255
Neuroblastoma,PLS3,9,0.00019518002308258373,0.7379776601998824
Neuroblastoma,CALD1,9,0.00019019022794155817,0.7757201646090536
Neuroblastoma,TMEM98,9,0.00018936012080909373,0.8106995884773662
Neuroblastoma,ANTXR1,9,0.00018385789007879794,0.8674897119341564
Neuroblastoma,CDK1,9,0.00018355864287716232,0.5274544385655496
Neuroblastoma,ANXA2,9,0.00018273386134145161,0.5893004115226338
Neuroblastoma,AKAP12,9,0.00018200250168673746,0.7422104644326866
Neuroblastoma,CTSZ,9,0.00018030196780374454,0.6076425631981187
Neuroblastoma,COL4A1,9,0.00017953423311054293,0.823750734861846
Neuroblastoma,IGFBP2,9,0.00017511619383488627,0.582716049382716
Neuroblastoma,RAB32,9,0.00017475595652487956,0.6670781893004114
Neuroblastoma,APP,9,0.000173912623318352,0.6676660787771899
Neuroblastoma,BCAT1,9,0.00016857932658038207,0.643503821281599
Neuroblastoma,TCEAL9,9,0.00016640212137038665,0.6625514403292181
Neuroblastoma,CAPG,9,0.00016375267680107046,0.5918871252204585
Neuroblastoma,WLS,9,0.00016039877724930798,0.6313932980599647
Neuroblastoma,SDC1,9,0.00015828289178898558,0.6421516754850088
Neuroblastoma,ANXA1,9,0.00015743286389301324,0.5946502057613169
Neuroblastoma,BEX2,9,0.00015604858941110756,0.7514991181657849
Neuroblastoma,FLNC,9,0.0001544186921415126,0.7293356848912405
Neuroblastoma,PEG10,9,0.0001527853382867761,0.6353909465020576
Neuroblastoma,MCAM,9,0.00015060409390975515,0.6216343327454439
Neuroblastoma,ADGRG1,9,0.00014927704251022078,0.6844797178130512
Neuroblastoma,CDH2,9,0.000148596687520492,0.7312757201646091
Neuroblastoma,SNRPN,9,0.000146214497362962,0.5811875367430923
Neuroblastoma,PXDN,9,0.00014514698220106462,0.7088771310993534
Neuroblastoma,BEX4,9,0.0001437338449047982,0.6641975308641975
Neuroblastoma,S100A10,9,0.00014356041437066678,0.5489711934156378
Neuroblastoma,CRIP2,9,0.00014353568136963682,0.676249265138154
Neuroblastoma,SDC4,9,0.00014176219762399947,0.5201646090534979
Neuroblastoma,UCHL1,9,0.00014014660296702964,0.6599647266313933
Neuroblastoma,DCBLD2,9,0.00013829693529664332,0.5594944150499707
Neuroblastoma,L1CAM,9,0.00013790359763435036,0.5945326278659612
Neuroblastoma,FSCN1,9,0.00013755631698586512,0.5796002351557906
Neuroblastoma,SULF2,9,0.00013637454523834295,0.5650205761316873
Neuroblastoma,EGFR,9,0.00013348675547793695,0.5909465020576131
Neuroblastoma,F3,9,0.0001328492135144188,0.6323339212228102
Neuroblastoma,LAMB1,9,0.00013146634713242142,0.6242798353909466
Neuroblastoma,VIM,9,0.00013070342497990673,0.579835390946502
Neuroblastoma,ID1,9,0.00013032537268979164,0.5131687242798354
Neuroblastoma,GPNMB,9,0.0001302777867143353,0.5617871840094062
Neuroblastoma,DKK3,9,0.0001300799041119818,0.6660787771898883
Neuroblastoma,DYRK1B,9,0.00012694891980421139,0.5202821869488536
Neuroblastoma,TNC,9,0.00012621231760729442,0.5759553203997648
Neuroblastoma,IGFBP6,9,0.0001254349582622025,0.5419753086419754
Neuroblastoma,MAGED4B,9,0.0001249778001187628,0.5366255144032922
Neuroblastoma,FBLN1,9,0.00012275824731962834,0.5288653733098178
Neuroblastoma,MET,9,0.00012085239682669958,0.49876543209876545
Neuroblastoma,CNN3,9,0.00012043705424326213,0.5614344503233393
Neuroblastoma,ALDH1A3,9,0.00012030331385580616,0.5641387419165197
Neuroblastoma,ICAM1,9,0.00011989508776524517,0.5666666666666667
Neuroblastoma,NID1,9,0.0001189606304655576,0.5316872427983539
Neuroblastoma,CCDC80,9,0.00011819109123381268,0.617636684303351
Neuroblastoma,TUBB2B,9,0.00011676169298071828,0.5186948853615521
Neuroblastoma,MFAP2,9,0.00011591970946432816,0.5763080540858319
Neuroblastoma,ARHGAP29,9,0.00011570224069146207,0.5955320399764844
Neuroblastoma,GAL,9,0.00011491585367669661,0.5605526161081716
Neuroblastoma,PHLDA1,9,0.00011460712226431092,0.5659024103468548
Neuroblastoma,NRP2,9,0.00011327932427068138,0.5371546149323927
Neuroblastoma,PHLDA2,9,0.0001121249014330614,0.4532039976484421
Neuroblastoma,SPARC,9,0.00011078465468017384,0.5074661963550853
Neuroblastoma,TP53I11,9,0.00011064940837160166,0.4737801293356849
Neuroblastoma,ASS1,9,0.00010952229260712759,0.4613168724279835
Neuroblastoma,COL1A1,9,0.00010866913443250168,0.5219870664315108
Neuroblastoma,CCND1,9,0.00010799034225783544,0.6182245737801293
Neuroblastoma,MT2A,9,0.00010506628758675005,0.4268665490887713
Neuroblastoma,IGFBP4,9,0.0001047197218011004,0.5169312169312169
Neuroblastoma,CCN2,9,0.00010205609608722928,0.5221634332745444
Neuroblastoma,AHNAK,9,0.00010017973666739029,0.4712522045855379
Neuroblastoma,ITGB5,9,9.803966309441926e-05,0.42351557907113463
Neuroblastoma,APOE,9,9.759488835293773e-05,0.4900646678424456
Neuroblastoma,IL32,9,9.758387381629695e-05,0.5000587889476779
Neuroblastoma,PMP22,9,9.639076552048209e-05,0.48883009994121107
Neuroblastoma,PIM2,9,9.618658037248274e-05,0.5206937095825984
Neuroblastoma,CD44,9,9.616920417304047e-05,0.51657848324515
Neuroblastoma,LAMB2,9,9.548234563933672e-05,0.4009994121105232
Neuroblastoma,EEF1A2,9,9.520278874535709e-05,0.4457378012933569
Neuroblastoma,CLDN1,9,9.353127896045205e-05,0.43827160493827155
Neuroblastoma,COL6A1,9,9.321717132277424e-05,0.44497354497354497
Neuroblastoma,LOXL1,9,9.301358356121152e-05,0.4631393298059964
Neuroblastoma,SNCA,9,9.259458137320407e-05,0.5008230452674897
Neuroblastoma,BACE2,9,9.223770676827472e-05,0.47119341563786005
Neuroblastoma,GJA1,9,9.194766941315417e-05,0.45837742504409174
Neuroblastoma,TGFBI,9,9.18302239875225e-05,0.5292181069958848
Neuroblastoma,RND3,9,9.172049208751155e-05,0.4440329218106996
Neuroblastoma,PYGL,9,9.161661930395187e-05,0.4838918283362727
Neuroblastoma,SDC2,9,9.123451332015975e-05,0.3701940035273369
Neuroblastoma,CCN1,9,9.115571336021983e-05,0.4113462669018224
Neuroblastoma,CDH3,9,8.917250043951854e-05,0.4218106995884774
Neuroblastoma,COL6A2,9,8.907842170123736e-05,0.4081128747795415
Neuroblastoma,MAP1B,9,8.866753665238826e-05,0.462962962962963
Neuroblastoma,EVA1A,9,8.851941391993832e-05,0.4228689006466784
Neuroblastoma,PIM1,9,8.700032938375241e-05,0.61222810111699
Neuroblastoma,PLPP2,9,8.627323323809024e-05,0.43615520282186954
Neuroblastoma,PLK2,9,8.488445174255806e-05,0.37319223985890654
Neuroblastoma,GNG12,9,8.467149581924282e-05,0.3871840094062316
Neuroblastoma,NREP,9,8.446121895152221e-05,0.3888888888888889
Neuroblastoma,KRT8,9,8.407477278322201e-05,0.41064079952968835
Neuroblastoma,SERPINE1,9,8.362521859655519e-05,0.38148148148148153
Neuroblastoma,CRIM1,9,8.335118400282227e-05,0.4051146384479718
Neuroblastoma,ESRP1,9,8.307917823913158e-05,0.38418577307466195
Neuroblastoma,PMEPA1,9,8.272387397785981e-05,0.48806584362139915
Neuroblastoma,BASP1,9,8.185834212781629e-05,0.3992357436801881
Neuroblastoma,PRSS22,9,8.046719691871355e-05,0.3073486184597296
Neuroblastoma,LGALS3BP,9,8.033149747966995e-05,0.44891240446796005
Neuroblastoma,MSN,9,7.928704093905658e-05,0.3444444444444444
Neuroblastoma,TNFAIP2,9,7.816378577748158e-05,0.4182833627278072
Neuroblastoma,SEMA3C,9,7.653077975394101e-05,0.32874779541446203
Neuroblastoma,FXYD3,9,7.627304573058306e-05,0.3276308054085832
Neuroblastoma,AMOTL2,9,7.533893120934308e-05,0.35843621399176956
Neuroblastoma,TMSB15A,9,7.532197964287156e-05,0.37671957671957673
Neuroblastoma,ERBB3,9,7.484123216272565e-05,0.333803644914756
Neuroblastoma,CAVIN1,9,7.483453352503173e-05,0.3281599059376837
Neuroblastoma,SNCG,9,7.211157321762585e-05,0.2699588477366255
Neuroblastoma,KRT14,9,7.187101891759085e-05,0.2547912992357437
Neuroblastoma,KRT7,9,7.169457441907273e-05,0.35014697236919456
Neuroblastoma,S100A6,9,7.169036443441555e-05,0.4210464432686655
Neuroblastoma,LAMC2,9,7.168064520455018e-05,0.31793062904174013
Neuroblastoma,FAM20C,9,7.012566483252967e-05,0.32134038800705467
Neuroblastoma,KRT18,9,7.010028801030583e-05,0.33756613756613757
Neuroblastoma,BGN,9,7.004702671211917e-05,0.30358612580834804
Neuroblastoma,KIRREL1,9,6.893871300740607e-05,0.36137566137566135
Neuroblastoma,GSTM3,9,6.871735826684421e-05,0.405761316872428
Neuroblastoma,CAV1,9,6.835548073367035e-05,0.37089947089947084
Neuroblastoma,CXCL8,9,6.814617861689637e-05,0.3975308641975308
Neuroblastoma,SLC43A3,9,6.767402861543006e-05,0.3890652557319224
Neuroblastoma,SPOCK1,9,6.6604552355582e-05,0.41140505584950027
Neuroblastoma,AKR1B1,9,6.575139584836304e-05,0.44597295708406814
Neuroblastoma,TINAGL1,9,6.529416148421458e-05,0.24144620811287476
Neuroblastoma,TPM1,9,6.528144159448048e-05,0.37983539094650204
Neuroblastoma,KRT5,9,6.409280548622418e-05,0.21628453850676074
Neuroblastoma,EMP1,9,6.290267002542451e-05,0.3289241622574956
Neuroblastoma,MEG3,9,6.19938989782693e-05,0.22486772486772486
Neuroblastoma,APLP1,9,6.190214460528093e-05,0.40905349794238677
Neuroblastoma,PLAT,9,6.104288541387682e-05,0.23985890652557318
Neuroblastoma,LOX,9,6.0801607307641665e-05,0.24350382128159906
Neuroblastoma,RAB34,9,6.0740442778397766e-05,0.40305702527924747
Neuroblastoma,LIMCH1,9,6.067156775518217e-05,0.4097589653145209
Neuroblastoma,SLC16A3,9,6.044293852230314e-05,0.4229864785420341
Neuroblastoma,PLOD2,9,6.0250358021423584e-05,0.4077013521457966
Neuroblastoma,COL9A3,9,6.002541987173673e-05,0.3748971193415638
Neuroblastoma,UCA1,9,6.0015821367819124e-05,0.2692533803644915
Neuroblastoma,SCG2,9,5.989950235137561e-05,0.2152851263962375
Neuroblastoma,FAT1,9,5.971722688021449e-05,0.39382716049382716
Neuroblastoma,EFEMP1,9,5.9307162397696324e-05,0.39206349206349206
Neuroblastoma,KRT13,9,5.9179566051170696e-05,0.16660787771898883
Neuroblastoma,COL12A1,9,5.8369924924287865e-05,0.28671369782480893
Neuroblastoma,S100A14,9,5.750212888718428e-05,0.18818342151675485
Neuroblastoma,HLA-B,9,5.678625446610871e-05,0.3959435626102292
Neuroblastoma,LAD1,9,5.660384785086434e-05,0.21293356848912404
Neuroblastoma,GPX2,9,5.3806204555763136e-05,0.1857142857142857
Neuroblastoma,ITGA5,9,5.346227569841883e-05,0.36155202821869487
Neuroblastoma,PLAU,9,5.2992822424534504e-05,0.33362727807172254
Neuroblastoma,CDH1,9,5.2629041420004796e-05,0.20282186948853614
Neuroblastoma,CST6,9,5.2501194318210764e-05,0.15914168136390358
Neuroblastoma,COL6A3,9,5.078168535672173e-05,0.2111111111111111
Neuroblastoma,SNAI2,9,5.065680327081484e-05,0.2012933568489124
Neuroblastoma,FGFR1,9,4.997171252322611e-05,0.357907113462669
Neuroblastoma,WWTR1,9,4.888633733596887e-05,0.25408583186360967
Neuroblastoma,CDC42EP1,9,4.808512590494097e-05,0.344973544973545
Neuroblastoma,CRABP2,9,4.5030365173362145e-05,0.3142269253380364
Neuroblastoma,RGS4,9,4.4807337543615075e-05,0.11787184009406232
Neuroblastoma,KRT17,9,4.432918002647865e-05,0.2326278659611993
Neuroblastoma,HTRA1,9,4.421307951613724e-05,0.2526161081716637
Neuroblastoma,MLPH,9,4.3899887764887855e-05,0.23121693121693118
Neuroblastoma,LSR,9,4.334452175195717e-05,0.2615520282186949
Neuroblastoma,BCL2,9,4.309634884217909e-05,0.32463256907701354
Neuroblastoma,JAK1,9,4.2649089664337225e-05,0.45820105820105816
Neuroblastoma,WFDC2,9,4.251256399988456e-05,0.18982951205173426
Neuroblastoma,LGALS1,9,4.1758678491987666e-05,0.3453850676072898
Neuroblastoma,THY1,9,4.097685319316547e-05,0.155026455026455
Neuroblastoma,DDX3Y,9,3.976782126200204e-05,0.1895355673133451
Neuroblastoma,MYL9,9,3.945878941319986e-05,0.1858906525573192
Neuroblastoma,MRC2,9,3.932874925441057e-05,0.2781893004115227
Neuroblastoma,KRT19,9,3.91461653129631e-05,0.22833627278071722
Neuroblastoma,AXL,9,3.8690662661464456e-05,0.1797178130511464
Neuroblastoma,FST,9,3.8066254395137854e-05,0.16966490299823633
Neuroblastoma,IGFBP3,9,3.746905511232196e-05,0.2678424456202234
Neuroblastoma,ANXA3,9,3.615495458891221e-05,0.22233980011757792
Neuroblastoma,YAP1,9,3.583159600061158e-05,0.25108759553203996
Neuroblastoma,KLK6,9,3.58315895330937e-05,0.1808348030570253
Neuroblastoma,PRSS8,9,3.5655636768044336e-05,0.1328042328042328
Neuroblastoma,CSTA,9,3.535308698903666e-05,0.16243386243386243
Neuroblastoma,TACSTD2,9,3.534496651506439e-05,0.05555555555555555
Neuroblastoma,AMIGO2,9,3.521468048954072e-05,0.319047619047619
Neuroblastoma,COL3A1,9,3.460638617980294e-05,0.04873603762492651
Neuroblastoma,CRYAB,9,3.4517792957760524e-05,0.1654320987654321
Neuroblastoma,IGF2,9,3.420389569125998e-05,0.11581422692533803
Neuroblastoma,SLPI,9,3.4098627717564035e-05,0.2360376249265138
Neuroblastoma,LGALS3,9,3.358810580620128e-05,0.3226337448559671
Neuroblastoma,TUSC3,9,3.3323437593127084e-05,0.2750734861845973
Neuroblastoma,P3H2,9,3.273463274429863e-05,0.2884773662551441
Neuroblastoma,MFNG,9,3.256381693164359e-05,0.14885361552028217
Neuroblastoma,CCL2,9,3.1595928905719324e-05,0.23156966490299824
Neuroblastoma,SPINT1,9,3.088386650536753e-05,0.19753086419753085
Neuroblastoma,PRAME,9,3.077206484805275e-05,0.27472075249853023
Neuroblastoma,ANXA8,9,3.029211850642039e-05,0.05285126396237507
Neuroblastoma,S100A16,9,2.9836393777158162e-05,0.23962375073486186
Neuroblastoma,LUM,9,2.971199292763534e-05,0.20864197530864198
Neuroblastoma,DSP,9,2.9587293182784277e-05,0.2222810111699001
Neuroblastoma,PCSK1N,9,2.942625936460293e-05,0.1805408583186361
Neuroblastoma,KIF1A,9,2.9041352061338126e-05,0.05914168136390358
Neuroblastoma,ALDH7A1,9,2.8908363623890586e-05,0.2838918283362728
Neuroblastoma,DMKN,9,2.8799697449560175e-05,0.19635508524397413
Neuroblastoma,MAGEA4,9,2.8770227395903526e-05,0.09876543209876543
Neuroblastoma,SERPINA1,9,2.780945371543769e-05,0.10664315108759553
Neuroblastoma,TNFRSF12A,9,2.7670703401680737e-05,0.28971193415637864
Neuroblastoma,LCN2,9,2.7468045219494445e-05,0.07771898883009994
Neuroblastoma,MYOF,9,2.7054594940839e-05,0.15802469135802466
Neuroblastoma,LY6K,9,2.684456906839235e-05,0.1316872427983539
Neuroblastoma,LAMA3,9,2.6702896826059765e-05,0.2559670781893004
Neuroblastoma,CORO1A,9,2.6181696992150843e-05,0.19935332157554378
Neuroblastoma,CDH11,9,2.587536103722717e-05,0.05961199294532628
Neuroblastoma,MIR205HG,9,2.5022541687273286e-05,0.04873603762492651
Neuroblastoma,IRF6,9,2.489204689481994e-05,0.09864785420340977
Neuroblastoma,SRPX,9,2.4609511051999612e-05,0.17660199882422103
Neuroblastoma,GDF15,9,2.403552207397297e-05,0.29835390946502055
Neuroblastoma,HDAC1,9,2.396810264650008e-05,0.47724867724867726
Neuroblastoma,NMU,9,2.3104710764856565e-05,0.17771898883009996
Neuroblastoma,MAP2K1,9,2.2495791591205085e-05,0.49394473838918285
Neuroblastoma,DSG2,9,2.2086509994147087e-05,0.27530864197530863
Neuroblastoma,CHGA,9,2.1984816284101624e-05,0.0020576131687242796
Neuroblastoma,BEX1,9,2.1822847223135826e-05,0.10699588477366255
Neuroblastoma,MISP,9,2.168198914710552e-05,0.05573192239858907
Neuroblastoma,TESC,9,2.1155097783776e-05,0.1673721340388007
Neuroblastoma,AP1M2,9,2.0953225076583396e-05,0.1845972957084068
Neuroblastoma,COL5A1,9,2.0934650314706636e-05,0.16131687242798354
Neuroblastoma,AKR1C2,9,2.0803217719528926e-05,0.2243974132863022
Neuroblastoma,EPB41L3,9,2.0651724854461565e-05,0.11169900058788948
Neuroblastoma,RPS4Y1,9,2.037964888283265e-05,0.1776601998824221
Neuroblastoma,ANXA8L1,9,2.0291713364410196e-05,0.04144620811287478
Neuroblastoma,LYZ,9,1.931859376074701e-05,0.06190476190476191
Neuroblastoma,IFI44,9,1.909831240077943e-05,0.2426807760141093
Neuroblastoma,ANKRD1,9,1.9079785261055804e-05,0.13874191651969428
Neuroblastoma,TXLNGY,9,1.8945194117097548e-05,0.10770135214579658
Neuroblastoma,ST14,9,1.8940395591471315e-05,0.06890064667842445
Neuroblastoma,GRB7,9,1.878846786793373e-05,0.13897707231040565
Neuroblastoma,RAB25,9,1.8547890350520094e-05,0.031040564373897708
Neuroblastoma,GPX3,9,1.8395637804739334e-05,0.2724867724867725
Neuroblastoma,PLAAT3,9,1.837723306784432e-05,0.24062316284538504
Neuroblastoma,TM4SF1,9,1.8141999842353267e-05,0.2132275132275132
Neuroblastoma,BMP7,9,1.8087893497269964e-05,0.2358612580834803
Neuroblastoma,EPCAM,9,1.7465344424433875e-05,0.03856554967666079
Neuroblastoma,CPE,9,1.7319436564220167e-05,0.19770723104056437
Neuroblastoma,LAMB3,9,1.717657566283985e-05,0.22298647854203407
Neuroblastoma,ITGA3,9,1.6593469909922634e-05,0.19106407995296884
Neuroblastoma,FXYD6,9,1.636880026328274e-05,0.10470311581422692
Neuroblastoma,S100P,9,1.6081254772062595e-05,0.07189888300999411
Neuroblastoma,DPYSL3,9,1.6074384929096494e-05,0.11557907113462668
Neuroblastoma,CLDN4,9,1.548672808995535e-05,0.10158730158730159
Neuroblastoma,COL5A2,9,1.5151690907562928e-05,0.12098765432098764
Neuroblastoma,COL1A2,9,1.5124656379662661e-05,0.021810699588477367
Neuroblastoma,LRATD2,9,1.494668845225533e-05,0.20182245737801294
Neuroblastoma,AGR2,9,1.4619676434790563e-05,0.08495002939447384
Neuroblastoma,OLFM1,9,1.437227648340114e-05,0.10605526161081716
Neuroblastoma,CXCR4,9,1.391047446001418e-05,0.0654320987654321
Neuroblastoma,NT5E,9,1.3672807856184792e-05,0.1506172839506173
Neuroblastoma,TSPAN8,9,1.2985430102061298e-05,0.040740740740740744
Neuroblastoma,MT1E,9,1.2728147642822782e-05,0.15255731922398588
Neuroblastoma,TMPRSS4,9,1.2440241979068864e-05,0.0387419165196943
Neuroblastoma,ALDH3A1,9,1.2004564098333503e-05,0.08671369782480894
Neuroblastoma,LOXL2,9,1.1990858587927909e-05,0.0747795414462081
Neuroblastoma,H19,9,1.1508043965275445e-05,0.14144620811287478
Neuroblastoma,EDIL3,9,1.1290566665896526e-05,0.2234567901234568
Neuroblastoma,SAA1,9,1.0942272233983709e-05,0.10070546737213404
Neuroblastoma,GAS6,9,1.0452075002831407e-05,0.2049970605526161
Neuroblastoma,CRMP1,9,1.0220691567357992e-05,0.12128159905937684
Neuroblastoma,TGFB2,9,1.0034542962481888e-05,0.09905937683715463
Neuroblastoma,ELF3,9,9.882770441215092e-06,0.04597295708406819
Neuroblastoma,EIF1AY,9,9.871985942785008e-06,0.08300999412110523
Neuroblastoma,CPA4,9,9.636112407760164e-06,0.08259847148736038
Neuroblastoma,SCNN1A,9,9.48732520100748e-06,0.06696061140505585
Neuroblastoma,FBN1,9,9.304854453754766e-06,0.06202233980011757
Neuroblastoma,KRT6A,9,9.226339898305014e-06,0.01622574955908289
Neuroblastoma,FOSL1,9,9.2004464704587e-06,0.13897707231040565
Neuroblastoma,UGT1A6,9,8.85648852191581e-06,0.09717813051146384
Neuroblastoma,KRT15,9,8.619807835606884e-06,0.1761904761904762
Neuroblastoma,IGFBP7,9,8.482334174510066e-06,0.07313345091122868
Neuroblastoma,MMP1,9,8.429649773865498e-06,0.03539094650205762
Neuroblastoma,FKBP10,9,8.377460289921146e-06,0.2962375073486185
Neuroblastoma,VCAN,9,7.951178809485606e-06,0.05473251028806584
Neuroblastoma,SPP1,9,7.76878075864968e-06,0.0746031746031746
Neuroblastoma,CKMT1A,9,7.150962422504866e-06,0.07613168724279834
Neuroblastoma,MDK,9,6.839426027403937e-06,0.3152851263962375
Neuroblastoma,ADIRF,9,6.256463444111028e-06,0.07037037037037036
Neuroblastoma,CXCL1,9,5.533510602617753e-06,0.16954732510288065
Neuroblastoma,AREG,9,4.270795140352372e-06,0.07236919459141682
Neuroblastoma,NRP1,9,3.987226490506954e-06,0.15408583186360963
Neuroblastoma,ALK,9,3.9240093327761215e-06,0.004115226337448559
Neuroblastoma,HMGA2,9,3.896354580016729e-06,0.21152263374485597
Neuroblastoma,IGKC,9,3.7547148489617634e-06,0.009876543209876541
Neuroblastoma,C3,9,2.9125976336925105e-06,0.06919459141681364
Neuroblastoma,TSPAN1,9,2.800383034203454e-06,0.11281599059376839
Neuroblastoma,JUP,9,2.636245577984179e-06,0.2692533803644915
Neuroblastoma,PLTP,9,2.565112582588982e-06,0.34791299235743683
Neuroblastoma,SERPINB5,9,2.4341400401479204e-06,0.028571428571428567
Neuroblastoma,THBS1,9,2.2488499982702906e-06,0.17254556143445032
Neuroblastoma,MMP2,9,1.9886101654265076e-06,0.11816578483245149
Neuroblastoma,ITGA4,9,1.7718179113520212e-06,0.0411522633744856
Neuroblastoma,S100A2,9,1.0040642640281778e-06,0.18547912992357438
Neuroblastoma,RPL36A-HNRNPH2,9,3.025600676664908e-07,0.07818930041152262
Neuroblastoma,TFF3,9,-7.017429703005796e-07,0.0
Neuroblastoma,MYH14,9,-1.5171458977015896e-06,0.1159318048206937
Neuroblastoma,POU2AF1,9,-1.8890116722205776e-06,0.0102880658436214
Neuroblastoma,BCAM,9,-4.243268992670184e-06,0.10399764844209287
Neuroblastoma,MALL,9,-4.476202281327662e-06,0.04950029394473839
Neuroblastoma,MMP14,9,-4.540778402568119e-06,0.15232216343327454
Neuroblastoma,PTPRC,9,-4.8879604419324905e-06,0.0
Neuroblastoma,MGP,9,-5.455696004395981e-06,0.08471487360376248
Neuroblastoma,SPINT2,9,-6.188012559644247e-06,0.16872427983539096
Neuroblastoma,PRSS3,9,-6.588121878950106e-06,0.10311581422692534
Neuroblastoma,FOS,9,-6.689582025703405e-06,0.2656084656084656
Neuroblastoma,GSTM1,9,-6.945131139622794e-06,0.07901234567901234
Neuroblastoma,KRT80,9,-7.336344879149692e-06,0.057495590828924165
Neuroblastoma,IGFBP5,9,-7.63772004575003e-06,0.03292181069958847
Neuroblastoma,MICAL2,9,-7.97900732626052e-06,0.2111111111111111
Neuroblastoma,CLU,9,-8.249185460347993e-06,0.23256907701352145
Neuroblastoma,MZB1,9,-8.59207530841862e-06,0.004115226337448559
Neuroblastoma,JCHAIN,9,-9.502635319020354e-06,0.012522045855379187
Neuroblastoma,PTGR1,9,-9.858639209091456e-06,0.2347442680776014
Neuroblastoma,CLDN3,9,-1.0479422851656434e-05,0.008230452674897118
Neuroblastoma,EHD2,9,-1.1445875467567626e-05,0.07671957671957672
Neuroblastoma,CD48,9,-1.1476376837688602e-05,0.0
Neuroblastoma,CAV2,9,-1.1677311704261228e-05,0.15390946502057615
Neuroblastoma,IGHM,9,-1.1712417909216634e-05,0.0020576131687242796
Neuroblastoma,MYEOV,9,-1.1777095497538741e-05,0.23356848912404468
Neuroblastoma,MPZL2,9,-1.179552517132581e-05,0.058965314520870074
Neuroblastoma,SFRP1,9,-1.3063226485125293e-05,0.028806584362139915
Neuroblastoma,PTPN7,9,-1.31715771911129e-05,0.0
Neuroblastoma,MST1R,9,-1.3240842194919525e-05,0.04432686654908877
Neuroblastoma,FXYD5,9,-1.350653231687223e-05,0.3577895355673133
Neuroblastoma,MGST1,9,-1.3584834202144217e-05,0.14991181657848326
Neuroblastoma,EPHA2,9,-1.3606106424251468e-05,0.10082304526748971
Neuroblastoma,RHOD,9,-1.4053023126810634e-05,0.12621987066431511
Neuroblastoma,ALDH1A1,9,-1.4650410826612238e-05,0.050499706055261606
Neuroblastoma,LAPTM5,9,-1.5139919469220331e-05,0.012345679012345678
Neuroblastoma,CLDN7,9,-1.550064353573867e-05,0.05761316872427983
Neuroblastoma,HCLS1,9,-1.7015997577295315e-05,0.017577895355673133
Neuroblastoma,SLC38A5,9,-1.7223751557240677e-05,0.13786008230452673
Neuroblastoma,ARHGDIB,9,-1.726581177131771e-05,0.08600823045267489
Neuroblastoma,LDOC1,9,-1.7355976372831112e-05,0.050088183421516747
Neuroblastoma,VAMP8,9,-1.8137643766951645e-05,0.20299823633156966
Neuroblastoma,AKR1C3,9,-1.8755334723310727e-05,0.1419753086419753
Neuroblastoma,NCAM1,9,-1.9027851117748974e-05,0.03239271017048795
Neuroblastoma,AKR1C1,9,-1.973180870764837e-05,0.18265726043503822
Neuroblastoma,QPRT,9,-2.072884045547754e-05,0.14814814814814814
Neuroblastoma,AKR1B10,9,-2.119611886068166e-05,0.01604938271604938
Neuroblastoma,PDZK1IP1,9,-2.128480850337332e-05,0.011405055849500294
