DRUG_ID,DRUG_NAME,gene_name,n_cells,mean_delta_auc,std_delta_auc,abs_mean_delta_auc,frac_sensitising,is_known_target,rank_sensitising
1179,MK-1775,ASPH,189,0.00036748897400684655,0.0002900926338043064,0.0003837405238300562,0.0,False,13
1179,MK-1775,SLCO4A1,189,0.0003669432189781219,0.0003030109219253063,0.0003966711228713393,0.0,False,14
1179,MK-1775,SCRN1,189,0.00036557167186401784,0.0004021570202894509,0.00043959656613878906,0.0,False,15
1179,MK-1775,PLS3,189,0.0003645981487352401,0.0002251237165182829,0.0003753269847948104,0.0,False,16
1179,MK-1775,UPP1,189,0.0003619184426497668,0.00017494116036687046,0.00036232906859368086,0.0,False,17
1179,MK-1775,PFN2,189,0.00035377469612285495,0.0003161165222991258,0.0003905529738403857,0.0,False,18
1179,MK-1775,PON2,189,0.0003468593058642,0.0003266498970333487,0.0004086229600943625,0.0,False,19
1179,MK-1775,EPB41L2,189,0.0003455049591138959,0.0002882183762267232,0.00037211194285191596,0.0,False,20
1192,GSK269962A,SAT1,56,0.0006877625710330904,0.0004427116655278951,0.0007175201899372041,0.0,False,1
1192,GSK269962A,ID3,56,0.00046502906479872763,0.0003634500317275524,0.0005028056330047548,0.0,False,2
1192,GSK269962A,LDHB,56,0.00045714739826507866,0.0005120730493217707,0.0005610042135231197,0.0,False,3
1192,GSK269962A,ANXA2,56,0.000414431095123291,0.0003605596430134028,0.0004541533417068422,0.0,False,4
1192,GSK269962A,FXYD5,56,0.00038183853030204773,0.0002289371914230287,0.00038285180926322937,0.0,False,5
1192,GSK269962A,JUN,56,0.0003676840278785676,0.0002999893622472882,0.0004027464601676911,0.0,False,6
1192,GSK269962A,EPB41L2,56,0.0003662008384708315,0.00023868013522587717,0.0003804697480518371,0.0,False,7
1192,GSK269962A,ITM2C,56,0.000356240983819589,0.0003622377698775381,0.0004189259198028594,0.0,False,8
1192,GSK269962A,RHOBTB3,56,0.000339646969223395,0.0002801041991915554,0.0003654813044704497,0.0,False,9
1192,GSK269962A,MTSS2,56,0.00033757355413399637,0.00027288493583910167,0.0003806868917308748,0.0,False,10
1192,GSK269962A,CNN2,56,0.00033521917066536844,0.0004028898838441819,0.00042802467942237854,0.0,False,11
1192,GSK269962A,SLCO4A1,56,0.000329062866512686,0.0002354756579734385,0.0003419576969463378,0.0,False,12
1192,GSK269962A,DBNDD2,56,0.000328726542647928,0.00022123746748548,0.0003411434590816498,0.0,False,13
1192,GSK269962A,MT2A,56,0.00032676703995093703,0.0002638629812281579,0.00035560503602027893,0.0,False,14
1192,GSK269962A,FAT1,56,0.0003251279122196138,0.00023595501261297613,0.00033839844400063157,0.0,False,15
1192,GSK269962A,MICA,56,0.00031998008489608765,0.0002179880830226466,0.000329725444316864,0.0,False,16
1192,GSK269962A,MT1X,56,0.0003126497904304415,0.00028144766110926867,0.0003458495775703341,0.0,False,17
1192,GSK269962A,UPP1,56,0.000306362024275586,0.00016564663383178413,0.0003076222201343626,0.0,False,18
1192,GSK269962A,ENC1,56,0.0002992206427734345,0.00025594388716854155,0.00033319316571578383,0.0,False,19
1192,GSK269962A,TNFRSF21,56,0.0002984910097438842,0.00021165143698453903,0.0003171323623973876,0.0,False,20
1200,Fulvestrant,NEAT1,187,0.0007633850327692926,0.00060677295550704,0.0008053052588365972,0.0,False,1
1200,Fulvestrant,JUN,187,0.000572029675822705,0.00041410623816773295,0.0005969498306512833,0.0,False,2
1200,Fulvestrant,YBX3,187,0.0004856849554926157,0.0005555103998631239,0.0005880797980353236,0.0,False,3
1200,Fulvestrant,CKAP4,187,0.0004802987677976489,0.00030469821649603546,0.0004912263248115778,0.0,False,4
1200,Fulvestrant,SAT1,187,0.0004761099407915026,0.0006362810963764787,0.0006820270791649818,0.0,False,5
