gene_name,DRUG_NAME,drug_family,n_cells,mean_delta_auc,abs_mean_delta,std_delta_auc,is_known_target,is_family_drug
ERBB2,Niraparib,PARP_inhibitors,170,-0.0010901297209784389,0.0024686118122190237,0.0028531334828585386,False,True
ERBB2,Dabrafenib,BRAF_inhibitors,184,-0.0016676882514730096,0.0033675716258585453,0.004373195581138134,False,True
ERBB2,Palbociclib,CDK46_inhibitors,190,-0.0021550932433456182,0.0027251550927758217,0.0026476141065359116,False,True
ERBB2,Lapatinib,EGFR_inhibitors,189,-0.011248314753174782,0.011248314753174782,0.007342593744397163,True,True
ERBB2,Dihydrorotenone,background,132,0.0005966228782199323,0.006654796190559864,0.009200743399560452,False,False
ERBB2,PRT062607,background,170,-0.0015832602512091398,0.0028752204962074757,0.003135079750791192,False,False
ERBB2,SCH772984,background,186,0.002009536372497678,0.00422388082370162,0.006043985951691866,False,False
ERBB2,GSK2578215A,background,186,-0.003809580812230706,0.0038135454524308443,0.00198540510609746,False,False
ERBB2,KU-55933,background,187,-0.0039596245624125,0.003966680262237787,0.0018310570158064365,False,False
ERBB2,Afatinib,background,188,-0.015076098032295704,0.015076098032295704,0.008735808543860912,False,False
ERBB2,Obatoclax Mesylate,background,151,0.0015845418674871325,0.0045399474911391735,0.006135137286037207,False,False
ERBB2,MIM1,background,145,-0.0032325107604265213,0.0033210692927241325,0.0021100109443068504,False,False
ERBB2,AZD3759,background,189,-0.004251138772815466,0.004251138772815466,0.0018696101615205407,False,False
ERBB2,720427,background,132,-0.0033744415268301964,0.0033981208689510822,0.0018885547760874033,False,False
ERBB2,Wee1 Inhibitor,background,186,0.0022963921073824167,0.004515289794653654,0.005206925328820944,False,False
ERBB2,Avagacestat,background,189,-0.0038609395269304514,0.003863890655338764,0.001857055351138115,False,False
ERBB2,GSK-LSD1-2HCl ,background,146,-0.003901897231116891,0.0039088670164346695,0.0018911699298769236,False,False
ERBB2,AZD6482,background,56,-0.001548683037981391,0.002306720009073615,0.002397291362285614,False,False
ERBB2,UMI-77,background,145,-0.0019331471994519234,0.003013591980561614,0.003181012813001871,False,False
ERBB2,Ipatasertib,background,186,-0.003866991028189659,0.004138618241995573,0.0030415633227676153,False,False
ERBB2,Cyclophosphamide,background,186,-0.0035001931246370077,0.003512358758598566,0.0017887478461489081,False,False
ERBB2,776928,background,132,-0.0033744415268301964,0.0033981208689510822,0.0018885547760874033,False,False
ERBB2,Leflunomide,background,170,-0.002804763615131378,0.0031076413579285145,0.0024549695663154125,False,False
ERBB2,IWP-2,background,170,-0.0036591810639947653,0.0036701250355690718,0.001889564679004252,False,False
ERBB2,AZD5582,background,167,-0.011308214627206326,0.011554788798093796,0.008811608888208866,False,False
ERBB2,GSK3337463A,background,132,-0.0033744415268301964,0.0033981208689510822,0.0018885547760874033,False,False
ERBB2,VE-822,background,170,-0.002818144392222166,0.003794246120378375,0.0037033408880233765,False,False
ERBB2,Entospletinib,background,170,-0.004143193364143372,0.004539015237241983,0.0030183345079421997,False,False
ERBB2,Schweinfurthin A,background,131,0.0010046124225482345,0.004346930421888828,0.005999370012432337,False,False
ERBB2,VE821,background,186,-0.0018457673722878098,0.00259057292714715,0.0026345436926931143,False,False
ERBB2,615590,background,132,-0.0033744415268301964,0.0033981208689510822,0.0018885547760874033,False,False
ERBB2,Mitoxantrone,background,132,0.01424292754381895,0.014260084368288517,0.008915525861084461,False,False
ERBB2,VTP-A,background,145,-0.0033881976269185543,0.003409754019230604,0.0018872637301683426,False,False
ERBB2,KRAS (G12C) Inhibitor-12,background,170,-0.0011800731299445033,0.0023108257446438074,0.0026848025154322386,False,False
ERBB3,Erlotinib,EGFR_inhibitors,185,3.975436629843898e-05,0.001151157426647842,0.001536842784844339,False,True
ERBB3,Venetoclax,BCL2_inhibitors,186,-0.002200421877205372,0.0023686394561082125,0.0034882458858191967,False,True
ERBB3,Alpelisib,PI3K_inhibitors,187,-0.00011867316788993776,0.0018105870112776756,0.0023432488087564707,False,True
ERBB3,Rucaparib,PARP_inhibitors,189,-0.0010183712001889944,0.0011254028650000691,0.0010157806100323796,False,True
ERBB3,Navitoclax,BCL2_inhibitors,190,-0.003727068193256855,0.0038383423816412687,0.003303160658106208,False,True
ERBB3,Buparlisib,PI3K_inhibitors,186,0.0003282963007222861,0.001247596344910562,0.0014518673997372389,False,True
ERBB3,Trametinib,MEK_inhibitors,189,0.0001746305642882362,0.002277548424899578,0.0030054321978241205,False,True
ERBB3,Rapamycin,MTOR_inhibitors,185,-0.001764163258485496,0.0019424955826252699,0.0019588323775678873,False,True
ERBB3,Selumetinib,MEK_inhibitors,322,-0.0005282478523440659,0.0014819060452282429,0.001895145047456026,False,True
ERBB3,Olaparib,PARP_inhibitors,189,-0.0014456104254350066,0.001518920878879726,0.001161077874712646,False,True
ERBB3,Temsirolimus,MTOR_inhibitors,180,-0.002271725796163082,0.0024036720860749483,0.0023982590064406395,False,True
ERBB3,Gefitinib,EGFR_inhibitors,186,-0.0004550814628601074,0.001035316614434123,0.0011806865222752094,False,True
ERBB3,Niraparib,PARP_inhibitors,170,-0.001195807009935379,0.001412107259966433,0.0014016893692314625,False,True
ERBB3,Dabrafenib,BRAF_inhibitors,184,-5.212167161516845e-05,0.0011190110817551613,0.0016292764339596033,False,True
ERBB3,Palbociclib,CDK46_inhibitors,190,-0.0012882292503491044,0.0014182351296767592,0.0012270009610801935,False,True
ERBB3,Lapatinib,EGFR_inhibitors,189,0.0003263892140239477,0.001638485467992723,0.002236015861853957,False,True
ERBB3,Dihydrorotenone,background,132,5.090846389066428e-05,0.0019311351934447885,0.002794721396639943,False,False
ERBB3,PRT062607,background,170,-0.0016906202072277665,0.0019326480105519295,0.0017531824996694922,False,False
ERBB3,SCH772984,background,186,-0.0006120647303760052,0.0018643226940184832,0.0023274593986570835,False,False
ERBB3,GSK2578215A,background,186,-0.0010790475644171238,0.0011806248221546412,0.0009632193250581622,False,False
ERBB3,KU-55933,background,187,-0.0008980574202723801,0.0010926325339823961,0.0010027082171291113,False,False
ERBB3,Afatinib,background,188,-0.0004118416109122336,0.0017554688965901732,0.002134875860065222,False,False
ERBB3,Obatoclax Mesylate,background,151,0.0008423802210018039,0.0018862197175621986,0.0021895526442676783,False,False
ERBB3,MIM1,background,145,-0.0008283068309538066,0.0011620838195085526,0.001138643128797412,False,False
ERBB3,AZD3759,background,189,-0.0008708090172149241,0.0010966034606099129,0.0010064372327178717,False,False
ERBB3,720427,background,132,-0.0009369926992803812,0.0010762832826003432,0.0009086431236937642,False,False
ERBB3,Wee1 Inhibitor,background,186,-0.001179428887553513,0.0014984627487137914,0.0013947078259661794,False,False
ERBB3,Avagacestat,background,189,-0.0007627294398844242,0.0009832843206822872,0.0009377938113175333,False,False
ERBB3,GSK-LSD1-2HCl ,background,146,-0.0008822014206089079,0.0010518534108996391,0.0009172069258056581,False,False
ERBB3,AZD6482,background,56,-0.0014062885893508792,0.001743418863043189,0.0016639322275295854,False,False
ERBB3,UMI-77,background,145,-0.002720458433032036,0.0027262552175670862,0.0016574743203818798,False,False
ERBB3,Ipatasertib,background,186,-0.000879263854585588,0.0017535440856590867,0.002052261494100094,False,False
ERBB3,Cyclophosphamide,background,186,-0.0007920816424302757,0.00094892323249951,0.0008570007048547268,False,False
ERBB3,776928,background,132,-0.0009369926992803812,0.0010762832826003432,0.0009086431236937642,False,False
ERBB3,Leflunomide,background,170,-0.00039614614797756076,0.0008716944139450788,0.0010414996650069952,False,False
ERBB3,IWP-2,background,170,-0.0006406437023542821,0.0008934809593483806,0.000883500964846462,False,False
ERBB3,AZD5582,background,167,-0.005641347728669643,0.005668807774782181,0.004285769537091255,False,False
ERBB3,GSK3337463A,background,132,-0.0009369926992803812,0.0010762832826003432,0.0009086431236937642,False,False
ERBB3,VE-822,background,170,0.0005632617976516485,0.0013709755148738623,0.0016816944116726518,False,False
ERBB3,Entospletinib,background,170,-0.0006548762321472168,0.0010855632135644555,0.0011883957777172327,False,False
ERBB3,Schweinfurthin A,background,131,-0.0019441826734691858,0.0021940290462225676,0.0022215803619474173,False,False
ERBB3,VE821,background,186,-0.0006886291084811091,0.0011268206872045994,0.0011919264215976,False,False
ERBB3,615590,background,132,-0.0009369926992803812,0.0010762832826003432,0.0009086431236937642,False,False
ERBB3,Mitoxantrone,background,132,0.00036343277315609157,0.002094375668093562,0.002686292165890336,False,False
ERBB3,VTP-A,background,145,-0.0009275830816477537,0.0010751000372692943,0.0009214947931468487,False,False
ERBB3,KRAS (G12C) Inhibitor-12,background,170,-0.0008821459487080574,0.0010850464459508657,0.001068336539901793,False,False
FGFR1,Erlotinib,EGFR_inhibitors,185,0.004364325664937496,0.0045927404426038265,0.005040048621594906,False,True
FGFR1,Venetoclax,BCL2_inhibitors,186,0.0021667759865522385,0.002596714533865452,0.0035577411763370037,False,True
FGFR1,Alpelisib,PI3K_inhibitors,187,0.001608680933713913,0.0023465557023882866,0.002314913086593151,False,True
FGFR1,Rucaparib,PARP_inhibitors,189,0.0010895848972722888,0.001356190419755876,0.0013071649009361863,False,True
FGFR1,Navitoclax,BCL2_inhibitors,190,0.0010408092057332397,0.0025345224421471357,0.003318991046398878,False,True
FGFR1,Buparlisib,PI3K_inhibitors,186,0.00018561254546511918,0.0021332192700356245,0.002585295820608735,False,True
FGFR1,Trametinib,MEK_inhibitors,189,-0.00014905403077136725,0.003047145903110504,0.0045821149833500385,False,True
FGFR1,Rapamycin,MTOR_inhibitors,185,0.00042828626465052366,0.001722891116514802,0.0021336146164685488,False,True
FGFR1,Selumetinib,MEK_inhibitors,322,0.000542583700735122,0.002360923681408167,0.00322763342410326,False,True
FGFR1,Olaparib,PARP_inhibitors,189,0.0018705264665186405,0.0020789781119674444,0.0018708313582465053,False,True
FGFR1,Temsirolimus,MTOR_inhibitors,180,-0.0015313460025936365,0.0022781670559197664,0.003304277081042528,False,True
FGFR1,Gefitinib,EGFR_inhibitors,186,0.002197988796979189,0.0024888082407414913,0.0023688904475420713,False,True
FGFR1,Niraparib,PARP_inhibitors,170,0.0017831918084993958,0.0020425983238965273,0.0019277393585070968,False,True
FGFR1,Dabrafenib,BRAF_inhibitors,184,0.00020661286544054747,0.0020036406349390745,0.003027609782293439,False,True
FGFR1,Palbociclib,CDK46_inhibitors,190,0.00037921321927569807,0.001057290704920888,0.0012605892261490226,False,True
FGFR1,Lapatinib,EGFR_inhibitors,189,0.0059372056275606155,0.006183071527630091,0.005593912675976753,False,True
FGFR1,Dihydrorotenone,background,132,0.008247386664152145,0.0084611214697361,0.00739349564537406,False,False
FGFR1,PRT062607,background,170,0.0008815313340164721,0.0017808700213208795,0.002075893571600318,False,False
FGFR1,SCH772984,background,186,0.0011390511645004153,0.0024306222330778837,0.0029855433385819197,False,False
FGFR1,GSK2578215A,background,186,0.0016000261530280113,0.0017573438817635179,0.001500639016740024,False,False
FGFR1,KU-55933,background,187,0.0012101107276976109,0.0015887098852545023,0.001546122832223773,False,False
FGFR1,Afatinib,background,188,0.0035250091459602118,0.004022883716970682,0.004544719122350216,False,False
FGFR1,Obatoclax Mesylate,background,151,0.004982267040759325,0.005388433113694191,0.004536415450274944,False,False
FGFR1,MIM1,background,145,0.0015855300007387996,0.0018783063860610127,0.001747184549458325,False,False
FGFR1,AZD3759,background,189,0.0022720491979271173,0.002432296285405755,0.0019236470106989145,False,False
FGFR1,720427,background,132,0.0015954975970089436,0.0017815886531025171,0.0014724975917488337,False,False
FGFR1,Wee1 Inhibitor,background,186,0.002249915385618806,0.002998149488121271,0.0028591121081262827,False,False
FGFR1,Avagacestat,background,189,0.0015749632148072124,0.0018970080418512225,0.0015650842105969787,False,False
FGFR1,GSK-LSD1-2HCl ,background,146,0.0015704958932474256,0.0017740228213369846,0.0015440455172210932,False,False
FGFR1,AZD6482,background,56,-0.001523700193502009,0.0019173590699210763,0.0022443111520260572,False,False
FGFR1,UMI-77,background,145,0.0020072837360203266,0.0027306037954986095,0.0025238015223294497,False,False
FGFR1,Ipatasertib,background,186,-0.0021483099553734064,0.002496632980182767,0.002686537802219391,False,False
FGFR1,Cyclophosphamide,background,186,0.0012110872194170952,0.001483898377045989,0.0013848955277353525,False,False
FGFR1,776928,background,132,0.0015954975970089436,0.0017815886531025171,0.0014724975917488337,False,False
FGFR1,Leflunomide,background,170,0.00116583495400846,0.0015144393546506763,0.0015214800368994474,False,False
FGFR1,IWP-2,background,170,0.0014825210673734546,0.0017199706053361297,0.0015044530155137181,False,False
FGFR1,AZD5582,background,167,-0.0021973480470478535,0.00526729179546237,0.00763055169954896,False,False
FGFR1,GSK3337463A,background,132,0.0015954975970089436,0.0017815886531025171,0.0014724975917488337,False,False
FGFR1,VE-822,background,170,0.001487094210460782,0.002108971821144223,0.002112920396029949,False,False
FGFR1,Entospletinib,background,170,0.0010473468573763967,0.0015754573978483677,0.0017220223089680076,False,False
FGFR1,Schweinfurthin A,background,131,0.0021819297689944506,0.0025481092743575573,0.0022140364162623882,False,False
FGFR1,VE821,background,186,0.002156693022698164,0.0023558635730296373,0.001695035956799984,False,False
FGFR1,615590,background,132,0.0015954975970089436,0.0017815886531025171,0.0014724975917488337,False,False
FGFR1,Mitoxantrone,background,132,0.0018360752146691084,0.0029481982346624136,0.003270885441452265,False,False
FGFR1,VTP-A,background,145,0.0015613975701853633,0.0017419642535969615,0.0014378330670297146,False,False
FGFR1,KRAS (G12C) Inhibitor-12,background,170,0.0014648381620645523,0.002008426934480667,0.0019275619415566325,False,False
FGFR2,Erlotinib,EGFR_inhibitors,185,0.00022278573305811733,0.0012738604564219713,0.0017051665345206857,False,True
FGFR2,Venetoclax,BCL2_inhibitors,186,0.0018615094013512135,0.0019430710235610604,0.0015810460317879915,False,True
FGFR2,Alpelisib,PI3K_inhibitors,187,-0.0001223256258526817,0.0010215658694505692,0.0014858604408800602,False,True
FGFR2,Rucaparib,PARP_inhibitors,189,0.0015222433721646667,0.0015223902883008122,0.0006292144535109401,False,True
FGFR2,Navitoclax,BCL2_inhibitors,190,0.0006952823605388403,0.001578488270752132,0.001918220892548561,False,True
FGFR2,Buparlisib,PI3K_inhibitors,186,0.0002354415482841432,0.0013021413469687104,0.0016521913930773735,False,True
FGFR2,Trametinib,MEK_inhibitors,189,0.001531708985567093,0.002302718348801136,0.00244042556732893,False,True
FGFR2,Rapamycin,MTOR_inhibitors,185,0.0010337108979001641,0.0014849998988211155,0.0013689851621165872,False,True
FGFR2,Selumetinib,MEK_inhibitors,322,0.0018942822935059667,0.002156302332878113,0.0015823746798560023,False,True
FGFR2,Olaparib,PARP_inhibitors,189,0.0018719680374488235,0.0018719680374488235,0.0008604457834735513,False,True
FGFR2,Temsirolimus,MTOR_inhibitors,180,0.0018476683180779219,0.0020438311621546745,0.0015100502641871572,False,True
FGFR2,Gefitinib,EGFR_inhibitors,186,0.0008757642935961485,0.0013857114827260375,0.0013803433394059539,False,True
FGFR2,Niraparib,PARP_inhibitors,170,0.0014061511028558016,0.0016309517668560147,0.0012266687117516994,False,True
FGFR2,Dabrafenib,BRAF_inhibitors,184,0.0015410289634019136,0.002027659211307764,0.0018371817423030734,False,True
FGFR2,Palbociclib,CDK46_inhibitors,190,0.0014288569800555706,0.0016045544762164354,0.0011889406014233828,False,True
FGFR2,Lapatinib,EGFR_inhibitors,189,-0.0017425944097340107,0.001986740157008171,0.002399800345301628,False,True
FGFR2,Dihydrorotenone,background,132,0.0057650539092719555,0.0057650539092719555,0.003742802422493696,False,False
FGFR2,PRT062607,background,170,-5.9715788665926084e-05,0.0012264535762369633,0.001535824267193675,False,False
FGFR2,SCH772984,background,186,0.0011006849817931652,0.001610481645911932,0.0016137587372213602,False,False
FGFR2,GSK2578215A,background,186,0.0015694873873144388,0.0015701724914833903,0.0006179194315336645,False,False
FGFR2,KU-55933,background,187,0.001642146846279502,0.001643586903810501,0.0006852418882772326,False,False
FGFR2,Afatinib,background,188,-0.0015610854607075453,0.0019230378093197942,0.0024736111517995596,False,False
FGFR2,Obatoclax Mesylate,background,151,-0.001282018143683672,0.0021198324393481016,0.0024349892046302557,False,False
FGFR2,MIM1,background,145,0.0016547009581699967,0.0016663555288687348,0.0007282571750693023,False,False
FGFR2,AZD3759,background,189,0.0010293154045939445,0.0012768387096002698,0.0010794993722811341,False,False
FGFR2,720427,background,132,0.001513334340415895,0.001514749601483345,0.0006095392745919526,False,False
FGFR2,Wee1 Inhibitor,background,186,0.0006934822304174304,0.0013628026936203241,0.0014905608259141445,False,False
FGFR2,Avagacestat,background,189,0.0011690498795360327,0.0012321601388975978,0.0006742934347130358,False,False
FGFR2,GSK-LSD1-2HCl ,background,146,0.001653035986237228,0.001653035986237228,0.0006294824997894466,False,False
FGFR2,AZD6482,background,56,0.0009952655527740717,0.0015379254473373294,0.0015098140574991703,False,False
FGFR2,UMI-77,background,145,0.002358413068577647,0.0023691486567258835,0.0012682537781074643,False,False
FGFR2,Ipatasertib,background,186,-0.0008474320638924837,0.0016987139824777842,0.002302662469446659,False,False
FGFR2,Cyclophosphamide,background,186,0.001749921590089798,0.001749921590089798,0.000602360931225121,False,False
FGFR2,776928,background,132,0.001513334340415895,0.001514749601483345,0.0006095392745919526,False,False
FGFR2,Leflunomide,background,170,0.001768055371940136,0.0017859830986708403,0.0009687711717560887,False,False
FGFR2,IWP-2,background,170,0.0017799226334318519,0.0017799226334318519,0.0006048972718417645,False,False
FGFR2,AZD5582,background,167,-0.0007223360007628798,0.0026775647420436144,0.0038246652111411095,False,False
FGFR2,GSK3337463A,background,132,0.001513334340415895,0.001514749601483345,0.0006095392745919526,False,False
FGFR2,VE-822,background,170,-0.00032696829293854535,0.0011100288247689605,0.001384480856359005,False,False
FGFR2,Entospletinib,background,170,0.00011130150960525498,0.0008552445797249675,0.0010656617814674973,False,False
FGFR2,Schweinfurthin A,background,131,0.0002745515084825456,0.0012419667327776551,0.0014779283665120602,False,False
FGFR2,VE821,background,186,0.0010893928119912744,0.001211594557389617,0.0008929198957048357,False,False
FGFR2,615590,background,132,0.001513334340415895,0.001514749601483345,0.0006095392745919526,False,False
FGFR2,Mitoxantrone,background,132,-0.001236878102645278,0.0025206045247614384,0.0028586313128471375,False,False
FGFR2,VTP-A,background,145,0.0015360384713858366,0.0015373267233371735,0.0006313411286100745,False,False
FGFR2,KRAS (G12C) Inhibitor-12,background,170,0.0011328014079481363,0.0012142991181463003,0.000793465762399137,False,False
FGFR3,Erlotinib,EGFR_inhibitors,185,0.00033603713382035494,0.0011514215730130672,0.0015470917569473386,False,True
FGFR3,Venetoclax,BCL2_inhibitors,186,0.002890864619985223,0.0034039292950183153,0.005717473104596138,False,True
FGFR3,Alpelisib,PI3K_inhibitors,187,-0.0011068410240113735,0.001491508330218494,0.0015579643659293652,False,True
FGFR3,Rucaparib,PARP_inhibitors,189,0.00042277196189388633,0.0010068482952192426,0.0012480305740609765,False,True
FGFR3,Navitoclax,BCL2_inhibitors,190,0.0038356680888682604,0.0041748774237930775,0.004327851813286543,False,True
FGFR3,Buparlisib,PI3K_inhibitors,186,-0.0010155221680179238,0.0014993894146755338,0.0014975169906392694,False,True
FGFR3,Trametinib,MEK_inhibitors,189,0.0012787549057975411,0.001964550232514739,0.0025185400154441595,False,True
FGFR3,Rapamycin,MTOR_inhibitors,185,-0.0003886417835019529,0.0014690355164930224,0.00224673212505877,False,True
FGFR3,Selumetinib,MEK_inhibitors,322,0.0009843166917562485,0.0013901364291086793,0.0017941441619768739,False,True
FGFR3,Olaparib,PARP_inhibitors,189,0.0010213874047622085,0.001396213541738689,0.0014805778628215194,False,True
FGFR3,Temsirolimus,MTOR_inhibitors,180,-0.0002519630652386695,0.001721908338367939,0.00268528051674366,False,True
FGFR3,Gefitinib,EGFR_inhibitors,186,0.00043990759877488017,0.001047784578986466,0.0013514907332137227,False,True
FGFR3,Niraparib,PARP_inhibitors,170,0.00044137309305369854,0.0014235840644687414,0.0018747684080153704,False,True
FGFR3,Dabrafenib,BRAF_inhibitors,184,0.0007398018497042358,0.0012580298352986574,0.0018687276169657707,False,True
FGFR3,Palbociclib,CDK46_inhibitors,190,-0.00045064688310958445,0.0009614969603717327,0.001175965997390449,False,True
FGFR3,Lapatinib,EGFR_inhibitors,189,0.000972311943769455,0.001640431466512382,0.002080315724015236,False,True
FGFR3,Dihydrorotenone,background,132,0.004120789002627134,0.004486867692321539,0.004791758023202419,False,False
FGFR3,PRT062607,background,170,-0.0008194071124307811,0.001426458009518683,0.0016028082463890314,False,False
FGFR3,SCH772984,background,186,0.0007000772166065872,0.0014778957702219486,0.0018217155011370778,False,False
FGFR3,GSK2578215A,background,186,-0.00012616445019375533,0.0008891288889572024,0.0011006047716364264,False,False
FGFR3,KU-55933,background,187,-4.956524571753107e-05,0.0007673294749110937,0.0009662983939051628,False,False
FGFR3,Afatinib,background,188,0.0020017321221530437,0.0024655666202306747,0.0029569589532911777,False,False
FGFR3,Obatoclax Mesylate,background,151,-0.0007029600092209876,0.0018119332380592823,0.002310937037691474,False,False
FGFR3,MIM1,background,145,-0.0005234060809016228,0.0011181042063981295,0.0013064772356301546,False,False
FGFR3,AZD3759,background,189,0.00019415124552324414,0.0009072422981262207,0.0011578722624108195,False,False
FGFR3,720427,background,132,-0.0001948371937032789,0.0008813517633825541,0.0010783796897158027,False,False
FGFR3,Wee1 Inhibitor,background,186,-0.002297907369211316,0.0025003852788358927,0.0021177625749260187,False,False
FGFR3,Avagacestat,background,189,0.00014360966451931745,0.0008652081014588475,0.0010666348971426487,False,False
FGFR3,GSK-LSD1-2HCl ,background,146,-0.0002081961720250547,0.0008606931078247726,0.0010714209638535976,False,False
FGFR3,AZD6482,background,56,-0.00045803081593476236,0.0010170096065849066,0.001205039327032864,False,False
FGFR3,UMI-77,background,145,0.0015124337514862418,0.0018248886335641146,0.0018092816462740302,False,False
FGFR3,Ipatasertib,background,186,-0.0026143710128962994,0.0027110627852380276,0.0023746469523757696,False,False
FGFR3,Cyclophosphamide,background,186,6.146392843220383e-05,0.0007805279456079006,0.0009794527431949973,False,False
FGFR3,776928,background,132,-0.0001948371937032789,0.0008813517633825541,0.0010783796897158027,False,False
FGFR3,Leflunomide,background,170,0.0008498142706230283,0.001343894051387906,0.001429052441380918,False,False
FGFR3,IWP-2,background,170,7.378774171229452e-05,0.0008431574678979814,0.0010326295159757137,False,False
FGFR3,AZD5582,background,167,0.000498092791531235,0.003207331756129861,0.004620993509888649,False,False
FGFR3,GSK3337463A,background,132,-0.0001948371937032789,0.0008813517633825541,0.0010783796897158027,False,False
FGFR3,VE-822,background,170,-0.003191101597622037,0.0032425017561763525,0.0023361891508102417,False,False
FGFR3,Entospletinib,background,170,-0.0008319108164869249,0.0011178391287103295,0.001130673917941749,False,False
FGFR3,Schweinfurthin A,background,131,-0.0012717688223347068,0.0018828930333256721,0.002164451638236642,False,False
FGFR3,VE821,background,186,-0.0013896713498979807,0.001512819668278098,0.001257350668311119,False,False
FGFR3,615590,background,132,-0.0001948371937032789,0.0008813517633825541,0.0010783796897158027,False,False
FGFR3,Mitoxantrone,background,132,0.0008904514252208173,0.0030731847509741783,0.0039744144305586815,False,False
FGFR3,VTP-A,background,145,-0.0002347933768760413,0.0008484153659082949,0.0010307009797543287,False,False
FGFR3,KRAS (G12C) Inhibitor-12,background,170,-0.00022434591664932668,0.0011225612834095955,0.0013882876373827457,False,False
FGFR4,Erlotinib,EGFR_inhibitors,185,0.0033381262328475714,0.003346130019053817,0.0025796317495405674,False,True
FGFR4,Venetoclax,BCL2_inhibitors,186,0.0015881469007581472,0.002070028567686677,0.002426875988021493,False,True
FGFR4,Alpelisib,PI3K_inhibitors,187,0.00175329833291471,0.002182871336117387,0.0019146078266203403,False,True
FGFR4,Rucaparib,PARP_inhibitors,189,0.0017522519920021296,0.0017922729020938277,0.0010981775121763349,False,True
FGFR4,Navitoclax,BCL2_inhibitors,190,0.0018632810097187757,0.0030154548585414886,0.0033245598897337914,False,True
FGFR4,Buparlisib,PI3K_inhibitors,186,-0.0005981115973554552,0.0016296789981424809,0.001977789681404829,False,True
FGFR4,Trametinib,MEK_inhibitors,189,-0.0007963798707351089,0.0036977496929466724,0.0048666647635400295,False,True
FGFR4,Rapamycin,MTOR_inhibitors,185,0.0012828703038394451,0.002223622053861618,0.0024759068619459867,False,True
FGFR4,Selumetinib,MEK_inhibitors,322,3.707390351337381e-05,0.002353915013372898,0.0031530498526990414,False,True
FGFR4,Olaparib,PARP_inhibitors,189,0.001923039206303656,0.001955851446837187,0.001172748045064509,False,True
FGFR4,Temsirolimus,MTOR_inhibitors,180,0.0004164975543972105,0.0025838897563517094,0.003339908318594098,False,True
FGFR4,Gefitinib,EGFR_inhibitors,186,0.002180331153795123,0.0022104852832853794,0.0015184397343546152,False,True
FGFR4,Niraparib,PARP_inhibitors,170,0.002549360506236553,0.0025661331601440907,0.0016133547760546207,False,True
FGFR4,Dabrafenib,BRAF_inhibitors,184,0.002004839712753892,0.0021332905162125826,0.002187012229114771,False,True
FGFR4,Palbociclib,CDK46_inhibitors,190,0.002268102252855897,0.002298343228176236,0.0015447520418092608,False,True
FGFR4,Lapatinib,EGFR_inhibitors,189,0.0038718730211257935,0.003954211715608835,0.003542351070791483,False,True
FGFR4,Dihydrorotenone,background,132,-0.0007231689523905516,0.0022920335177332163,0.0034235427156090736,False,False
FGFR4,PRT062607,background,170,0.00246069161221385,0.0027908107731491327,0.002156775211915374,False,False
FGFR4,SCH772984,background,186,-2.0290413885959424e-05,0.0028124290984123945,0.003716849023476243,False,False
FGFR4,GSK2578215A,background,186,0.0020466805435717106,0.002058862242847681,0.0011326964013278484,False,False
FGFR4,KU-55933,background,187,0.0016112945741042495,0.001696225837804377,0.0011768096592277288,False,False
FGFR4,Afatinib,background,188,0.003156868740916252,0.0037143344525247812,0.004202905111014843,False,False
FGFR4,Obatoclax Mesylate,background,151,-0.0022971665021032095,0.003368966281414032,0.0035803348291665316,False,False
FGFR4,MIM1,background,145,0.0014627818018198013,0.0015792344929650426,0.0012365643633529544,False,False
FGFR4,AZD3759,background,189,0.002031619194895029,0.002110179979354143,0.0014473415212705731,False,False
FGFR4,720427,background,132,0.002022454282268882,0.002031942130997777,0.0011068974854424596,False,False
FGFR4,Wee1 Inhibitor,background,186,0.002116792369633913,0.0027794395573437214,0.002801963360980153,False,False
FGFR4,Avagacestat,background,189,0.0020095412619411945,0.002021118998527527,0.0011452233884483576,False,False
FGFR4,GSK-LSD1-2HCl ,background,146,0.0020698781590908766,0.0020850684959441423,0.0011439784429967403,False,False
FGFR4,AZD6482,background,56,0.00036167140933685005,0.0014113986399024725,0.0016910156700760126,False,False
FGFR4,UMI-77,background,145,0.001036737347021699,0.0015569723909720778,0.0015841276617720723,False,False
FGFR4,Ipatasertib,background,186,-0.00024733669124543667,0.0023605162277817726,0.0033827873412519693,False,False
FGFR4,Cyclophosphamide,background,186,0.0016634169733151793,0.0016970800934359431,0.0010530718136578798,False,False
FGFR4,776928,background,132,0.002022454282268882,0.002031942130997777,0.0011068974854424596,False,False
FGFR4,Leflunomide,background,170,0.0009815293597057462,0.0013065198436379433,0.0013684880686923862,False,False
FGFR4,IWP-2,background,170,0.0016093691810965538,0.0016990061849355698,0.0011964120203629136,False,False
FGFR4,AZD5582,background,167,-0.0009070019004866481,0.004900215659290552,0.006802444811910391,False,False
FGFR4,GSK3337463A,background,132,0.002022454282268882,0.002031942130997777,0.0011068974854424596,False,False
FGFR4,VE-822,background,170,0.0025210061576217413,0.0029015783220529556,0.0025739886332303286,False,False
FGFR4,Entospletinib,background,170,0.002205653814598918,0.002271392848342657,0.0014874724438413978,False,False
FGFR4,Schweinfurthin A,background,131,0.0024977673310786486,0.0027199822943657637,0.002201650058850646,False,False
