gene_name,DRUG_NAME,drug_family,n_cells,mean_delta_auc,abs_mean_delta,std_delta_auc,is_known_target,is_family_drug
CDKN2A,Dihydrorotenone,background,132,-0.0030627213418483734,0.003947559278458357,0.004821511451154947,False,False
CDKN2A,PRT062607,background,170,0.001457207021303475,0.0021180352196097374,0.0022282430436462164,False,False
CDKN2A,SCH772984,background,186,0.001542982179671526,0.0023976753000169992,0.0027925330214202404,False,False
CDKN2A,GSK2578215A,background,186,0.00025264901341870427,0.0009440507274121046,0.0012477586278691888,False,False
CDKN2A,KU-55933,background,187,-0.0003151916025672108,0.0011874842457473278,0.0015004858141764998,False,False
CDKN2A,Afatinib,background,188,-0.0030658238101750612,0.0038084450643509626,0.0044644540175795555,False,False
CDKN2A,Obatoclax Mesylate,background,151,-0.0018790652975440025,0.0029350020922720432,0.003262472804635763,False,False
CDKN2A,MIM1,background,145,0.0016668664757162333,0.0017649107612669468,0.0015826907474547625,False,False
CDKN2A,AZD3759,background,189,2.795647014863789e-05,0.0012250031577423215,0.0015908823115751147,False,False
CDKN2A,720427,background,132,0.0006449497886933386,0.0009734680061228573,0.0011580942664295435,False,False
CDKN2A,Wee1 Inhibitor,background,186,0.0014175218529999256,0.0021504685282707214,0.002346025314182043,False,False
CDKN2A,Avagacestat,background,189,-0.0005491373012773693,0.0011145273456349969,0.0013376458082348108,False,False
CDKN2A,GSK-LSD1-2HCl ,background,146,0.00038067609420977533,0.0009367212769575417,0.0011723851785063744,False,False
CDKN2A,AZD6482,background,56,0.00040811087819747627,0.0015317542711272836,0.00190725177526474,False,False
CDKN2A,UMI-77,background,145,0.001048124278895557,0.001753139542415738,0.002067450899630785,False,False
CDKN2A,Ipatasertib,background,186,0.00031100789783522487,0.0017050335882231593,0.0022628437727689743,False,False
CDKN2A,Cyclophosphamide,background,186,0.00017361647041980177,0.000872256641741842,0.0011500775581225753,False,False
CDKN2A,776928,background,132,0.0006449497886933386,0.0009734680061228573,0.0011580942664295435,False,False
CDKN2A,Leflunomide,background,170,0.0006048500654287636,0.0014315552543848753,0.0017108297906816006,False,False
CDKN2A,IWP-2,background,170,0.0003232766466680914,0.0009385389275848866,0.0012194758746773005,False,False
CDKN2A,AZD5582,background,167,0.002708015963435173,0.004902586340904236,0.006259200628846884,False,False
CDKN2A,GSK3337463A,background,132,0.0006449497886933386,0.0009734680061228573,0.0011580942664295435,False,False
CDKN2A,VE-822,background,170,0.0008055269718170166,0.0018212265567854047,0.0021621498744934797,False,False
CDKN2A,Entospletinib,background,170,0.0003515208372846246,0.001256438554264605,0.001612578984349966,False,False
CDKN2A,Schweinfurthin A,background,131,0.0009007699554786086,0.002111607464030385,0.002574861515313387,False,False
CDKN2A,VE821,background,186,0.0013488105032593012,0.0017275583231821656,0.0018188601825386286,False,False
CDKN2A,615590,background,132,0.0006449497886933386,0.0009734680061228573,0.0011580942664295435,False,False
CDKN2A,Mitoxantrone,background,132,0.010158027522265911,0.010164622217416763,0.005611268803477287,False,False
CDKN2A,VTP-A,background,145,0.0006451877998188138,0.0010001256596297026,0.0011847091373056173,False,False
CDKN2A,KRAS (G12C) Inhibitor-12,background,170,0.0006327902665361762,0.0013831874821335077,0.0016434526769444346,False,False
CDKN2B,Erlotinib,EGFR_inhibitors,185,-0.00040240868111141026,0.0011332904687151313,0.001389359007589519,False,True
CDKN2B,Venetoclax,BCL2_inhibitors,186,-0.0007675943779759109,0.00137251743581146,0.0023683400359004736,False,True
CDKN2B,Alpelisib,PI3K_inhibitors,187,-0.00026674766559153795,0.0010181397665292025,0.0012808040482923388,False,True
CDKN2B,Rucaparib,PARP_inhibitors,189,-0.0007768998621031642,0.0010331588564440608,0.0010050098644569516,False,True
CDKN2B,Navitoclax,BCL2_inhibitors,190,-0.001976695377379656,0.002619649050757289,0.0028291577473282814,False,True
CDKN2B,Buparlisib,PI3K_inhibitors,186,0.0004590485477820039,0.0014208470238372684,0.0017119499389082193,False,True
CDKN2B,Trametinib,MEK_inhibitors,189,-0.004540740977972746,0.004577938932925463,0.00430707074701786,False,True
CDKN2B,Rapamycin,MTOR_inhibitors,185,-0.0016532574081793427,0.0018746264977380633,0.0022383369505405426,False,True
CDKN2B,Selumetinib,MEK_inhibitors,322,-0.00264649442397058,0.0027107547502964735,0.0027168935630470514,False,True
CDKN2B,Olaparib,PARP_inhibitors,189,-0.00011565319437067956,0.0010396771831437945,0.0012937310384586453,False,True
CDKN2B,Temsirolimus,MTOR_inhibitors,180,-0.0011440688977017999,0.0015547078801319003,0.002119120443239808,False,True
CDKN2B,Gefitinib,EGFR_inhibitors,186,-0.0005583465099334717,0.0009557473240420222,0.0010197274386882782,False,True
CDKN2B,Niraparib,PARP_inhibitors,170,0.00014334742445498705,0.0010100045474246144,0.0013913402799516916,False,True
CDKN2B,Dabrafenib,BRAF_inhibitors,184,-0.00211341748945415,0.0022084375377744436,0.003272533416748047,False,True
CDKN2B,Palbociclib,CDK46_inhibitors,190,0.00045596863492392004,0.0009358079987578094,0.001189912436529994,False,True
CDKN2B,Lapatinib,EGFR_inhibitors,189,-0.00039880775148048997,0.0015553529374301434,0.001921054907143116,False,True
CDKN2B,Dihydrorotenone,background,132,-0.00210725050419569,0.002435246715322137,0.0026514644268900156,False,False
CDKN2B,PRT062607,background,170,-0.0007754879770800471,0.001350833335891366,0.0015253903111442924,False,False
CDKN2B,SCH772984,background,186,-0.003368259873241186,0.003427882445976138,0.0031183867249637842,False,False
CDKN2B,GSK2578215A,background,186,-0.0006168663967400789,0.0009106436045840383,0.0009502821485511959,False,False
CDKN2B,KU-55933,background,187,-0.00089107925305143,0.0011045888531953096,0.0009804510045796633,False,False
CDKN2B,Afatinib,background,188,0.0013849560637027025,0.0018593589775264263,0.0020309954416006804,False,False
CDKN2B,Obatoclax Mesylate,background,151,-0.000164952696650289,0.0020021044183522463,0.00278427149169147,False,False
CDKN2B,MIM1,background,145,-0.0005408147117123008,0.0010098983766511083,0.0011453937040641904,False,False
CDKN2B,AZD3759,background,189,-0.0006611637072637677,0.000986620201729238,0.0009998823516070843,False,False
CDKN2B,720427,background,132,-0.0005979632842354476,0.0008928924798965454,0.0009294100455008447,False,False
CDKN2B,Wee1 Inhibitor,background,186,-0.0007127047283574939,0.001754750031977892,0.0021389813628047705,False,False
CDKN2B,Avagacestat,background,189,-0.000847100920509547,0.0010619115782901645,0.000994922243990004,False,False
CDKN2B,GSK-LSD1-2HCl ,background,146,-0.0007047412218526006,0.0010038601467385888,0.0009889582870528102,False,False
CDKN2B,AZD6482,background,56,-0.0003967040393035859,0.0012222517980262637,0.0014447683934122324,False,False
CDKN2B,UMI-77,background,145,-0.0011161359725520015,0.001539013348519802,0.0016019161557778716,False,False
CDKN2B,Ipatasertib,background,186,0.0010243139695376158,0.0016303557204082608,0.0020248733926564455,False,False
CDKN2B,Cyclophosphamide,background,186,-0.0007360622403211892,0.0009259062353521585,0.0008284676005132496,False,False
CDKN2B,776928,background,132,-0.0005979632842354476,0.0008928924798965454,0.0009294100455008447,False,False
CDKN2B,Leflunomide,background,170,-0.0006939488230273128,0.0009667410631664097,0.0009574315045028925,False,False
CDKN2B,IWP-2,background,170,-0.0008748517138883471,0.0010416507720947266,0.0008744788356125355,False,False
CDKN2B,AZD5582,background,167,-0.002398977754637599,0.004469358827918768,0.006603422574698925,False,False
CDKN2B,GSK3337463A,background,132,-0.0005979632842354476,0.0008928924798965454,0.0009294100455008447,False,False
CDKN2B,VE-822,background,170,-0.0006972887786105275,0.0012975047575309873,0.001559210242703557,False,False
CDKN2B,Entospletinib,background,170,-0.0009311066241934896,0.001051702187396586,0.0009349289466626942,False,False
CDKN2B,Schweinfurthin A,background,131,0.0011105564190074801,0.0016203995328396559,0.0019794809632003307,False,False
CDKN2B,VE821,background,186,-0.0011189579963684082,0.0014813535381108522,0.001755429431796074,False,False
CDKN2B,615590,background,132,-0.0005979632842354476,0.0008928924798965454,0.0009294100455008447,False,False
CDKN2B,Mitoxantrone,background,132,0.0019575953483581543,0.0025868285447359085,0.0026898293290287256,False,False
CDKN2B,VTP-A,background,145,-0.0005874243215657771,0.000852152006700635,0.0008771450375206769,False,False
CDKN2B,KRAS (G12C) Inhibitor-12,background,170,-0.00038241498987190425,0.0009146311786025763,0.001123819500207901,False,False
CDKN2C,Erlotinib,EGFR_inhibitors,185,-0.0005362053052522242,0.002206980250775814,0.0029748608358204365,False,True
CDKN2C,Venetoclax,BCL2_inhibitors,186,0.0011722695780918002,0.0036225439980626106,0.004918284714221954,False,True
CDKN2C,Alpelisib,PI3K_inhibitors,187,-0.005277808289974928,0.00532185472548008,0.004196377005428076,False,True
CDKN2C,Rucaparib,PARP_inhibitors,189,0.0001260111603187397,0.0021707809064537287,0.0026858493220061064,False,True
CDKN2C,Navitoclax,BCL2_inhibitors,190,0.003739793784916401,0.006911839824169874,0.008230477571487427,False,True
CDKN2C,Buparlisib,PI3K_inhibitors,186,-0.010356300510466099,0.010356300510466099,0.004735112655907869,False,True
CDKN2C,Trametinib,MEK_inhibitors,189,-0.003836928168311715,0.006059497594833374,0.00842506717890501,False,True
CDKN2C,Rapamycin,MTOR_inhibitors,185,-0.004515738692134619,0.004711727611720562,0.004239027388393879,False,True
CDKN2C,Selumetinib,MEK_inhibitors,322,-0.0026211964432150126,0.004186199977993965,0.005995370913296938,False,True
CDKN2C,Olaparib,PARP_inhibitors,189,-0.0011268469970673323,0.0024078793358057737,0.002782749477773905,False,True
CDKN2C,Temsirolimus,MTOR_inhibitors,180,-0.004552603233605623,0.004999528173357248,0.006049500312656164,False,True
CDKN2C,Gefitinib,EGFR_inhibitors,186,0.00014034233754500747,0.0018750951858237386,0.0024430397897958755,False,True
CDKN2C,Niraparib,PARP_inhibitors,170,-0.0010429690591990948,0.0028777921106666327,0.003378860652446747,False,True
CDKN2C,Dabrafenib,BRAF_inhibitors,184,-0.0012796252267435193,0.003196357050910592,0.0043222419917583466,False,True
CDKN2C,Palbociclib,CDK46_inhibitors,190,-0.0028349151834845543,0.00329203880392015,0.003069369588047266,False,True
CDKN2C,Lapatinib,EGFR_inhibitors,189,-0.00034961907658725977,0.003125587711110711,0.004323327913880348,False,True
CDKN2C,Dihydrorotenone,background,132,0.004638052079826593,0.007051166146993637,0.008588173426687717,False,False
CDKN2C,PRT062607,background,170,-0.006238522473722696,0.006423999089747667,0.003933788277208805,False,False
CDKN2C,SCH772984,background,186,-0.003621585201472044,0.004803001414984465,0.005862140096724033,False,False
CDKN2C,GSK2578215A,background,186,-0.0013097261544317007,0.0022219656966626644,0.0023853678721934557,False,False
CDKN2C,KU-55933,background,187,-0.001177601981908083,0.00241601443849504,0.0026748913805931807,False,False
CDKN2C,Afatinib,background,188,0.00016732134099584073,0.0041059041395783424,0.005879868753254414,False,False
CDKN2C,Obatoclax Mesylate,background,151,-0.004773274064064026,0.005975964013487101,0.00555397430434823,False,False
CDKN2C,MIM1,background,145,-0.0026796283200383186,0.003332192311063409,0.00313826696947217,False,False
CDKN2C,AZD3759,background,189,-0.0006039057625457644,0.001879193470813334,0.0024120276793837547,False,False
CDKN2C,720427,background,132,-0.001983565278351307,0.002523446222767234,0.002463327720761299,False,False
CDKN2C,Wee1 Inhibitor,background,186,-0.012824468314647675,0.01283517200499773,0.005718861240893602,False,False
CDKN2C,Avagacestat,background,189,6.343542918330058e-05,0.0020621027797460556,0.0024951708037406206,False,False
CDKN2C,GSK-LSD1-2HCl ,background,146,-0.0012400501873344183,0.002257551997900009,0.0025332849472761154,False,False
CDKN2C,AZD6482,background,56,-0.006527145858854055,0.006543298717588186,0.0042342934757471085,False,False
CDKN2C,UMI-77,background,145,-0.0027384182903915644,0.003927512094378471,0.003946821205317974,False,False
CDKN2C,Ipatasertib,background,186,-0.010406597517430782,0.010448863729834557,0.007668173871934414,False,False
CDKN2C,Cyclophosphamide,background,186,-0.0008210360538214445,0.002037140540778637,0.0023623418528586626,False,False
CDKN2C,776928,background,132,-0.001983565278351307,0.002523446222767234,0.002463327720761299,False,False
CDKN2C,Leflunomide,background,170,-0.0009032365051098168,0.002968632150441408,0.0035326804500073195,False,False
CDKN2C,IWP-2,background,170,-0.0004366979992482811,0.002172116655856371,0.0026483419351279736,False,False
CDKN2C,AZD5582,background,167,-0.012697131372988224,0.013216829858720303,0.011571617797017097,False,False
CDKN2C,GSK3337463A,background,132,-0.001983565278351307,0.002523446222767234,0.002463327720761299,False,False
CDKN2C,VE-822,background,170,-0.00719511229544878,0.0073260096833109856,0.005714051891118288,False,False
CDKN2C,Entospletinib,background,170,-0.002892137272283435,0.0036089664790779352,0.003477661171928048,False,False
CDKN2C,Schweinfurthin A,background,131,-0.005359150934964418,0.005557802971452475,0.004158630035817623,False,False
CDKN2C,VE821,background,186,-0.006541303358972073,0.006576563697308302,0.004112509544938803,False,False
CDKN2C,615590,background,132,-0.001983565278351307,0.002523446222767234,0.002463327720761299,False,False
CDKN2C,Mitoxantrone,background,132,-0.006461634766310453,0.007230492774397135,0.0064286054112017155,False,False
CDKN2C,VTP-A,background,145,-0.0019578293431550264,0.0024745191913098097,0.002401408739387989,False,False
CDKN2C,KRAS (G12C) Inhibitor-12,background,170,-0.002991810906678438,0.003903190605342388,0.003654650179669261,False,False
MYC,Erlotinib,EGFR_inhibitors,185,0.0001675264211371541,0.003899541450664401,0.004914320074021816,False,True
MYC,Venetoclax,BCL2_inhibitors,186,-0.00257111806422472,0.004783309530466795,0.008189504034817219,False,True
MYC,Alpelisib,PI3K_inhibitors,187,-0.0019517735345289111,0.0044286418706178665,0.0054207248613238335,False,True
MYC,Rucaparib,PARP_inhibitors,189,0.0006378775578923523,0.0024898406118154526,0.0030340850353240967,False,True
MYC,Navitoclax,BCL2_inhibitors,190,-0.013548926450312138,0.015834549441933632,0.01803239807486534,False,True
MYC,Buparlisib,PI3K_inhibitors,186,0.004015455953776836,0.004781967028975487,0.004210280254483223,False,True
MYC,Trametinib,MEK_inhibitors,189,-0.00977255403995514,0.011145932599902153,0.013534820638597012,False,True
MYC,Rapamycin,MTOR_inhibitors,185,-0.0007829883834347129,0.003508469322696328,0.0047018094919621944,False,True
MYC,Selumetinib,MEK_inhibitors,322,-0.005198962986469269,0.006804544944316149,0.008695985190570354,False,True
MYC,Olaparib,PARP_inhibitors,189,-5.561933357967064e-05,0.0021980335004627705,0.0027195189613848925,False,True
MYC,Temsirolimus,MTOR_inhibitors,180,-0.0013451995328068733,0.0035928760189563036,0.005089484620839357,False,True
MYC,Gefitinib,EGFR_inhibitors,186,0.0008480898104608059,0.0031071205157786608,0.00380940199829638,False,True
MYC,Niraparib,PARP_inhibitors,170,-0.002732277614995837,0.003936684690415859,0.004767056088894606,False,True
MYC,Dabrafenib,BRAF_inhibitors,184,-0.0032858524937182665,0.005045296624302864,0.009519618935883045,False,True
MYC,Palbociclib,CDK46_inhibitors,190,-0.0003095833817496896,0.0024683463852852583,0.003297294257208705,False,True
MYC,Lapatinib,EGFR_inhibitors,189,0.0004488448903430253,0.0036989350337535143,0.004776374436914921,False,True
MYC,Dihydrorotenone,background,132,-0.006601396016776562,0.009508201852440834,0.010470774956047535,False,False
MYC,PRT062607,background,170,-0.006721025332808495,0.006886809598654509,0.00462797936052084,False,False
MYC,SCH772984,background,186,-0.0059196664951741695,0.007155741564929485,0.008203521370887756,False,False
MYC,GSK2578215A,background,186,0.00017868670693133026,0.0026375192683190107,0.0032338083256036043,False,False
MYC,KU-55933,background,187,0.0009533495176583529,0.0026699211448431015,0.003073920961469412,False,False
MYC,Afatinib,background,188,0.0026760248001664877,0.00453908322378993,0.005340926349163055,False,False
MYC,Obatoclax Mesylate,background,151,0.001766297616995871,0.005709911230951548,0.007140446919947863,False,False
MYC,MIM1,background,145,0.0011572438525035977,0.0034504409413784742,0.0040930770337581635,False,False
MYC,AZD3759,background,189,0.0010828085942193866,0.0032328704837709665,0.003867655759677291,False,False
MYC,720427,background,132,-8.983232692116871e-05,0.002640489488840103,0.0032396225724369287,False,False
MYC,Wee1 Inhibitor,background,186,0.001512710121460259,0.0037659690715372562,0.004642296116799116,False,False
MYC,Avagacestat,background,189,1.2787876585207414e-05,0.0026516506914049387,0.003186160232871771,False,False
MYC,GSK-LSD1-2HCl ,background,146,-0.00013904619845561683,0.0026674482505768538,0.003343024989590049,False,False
MYC,AZD6482,background,56,0.001723417197354138,0.0037892397958785295,0.004105011001229286,False,False
MYC,UMI-77,background,145,-0.004685995168983936,0.005854023154824972,0.006613943725824356,False,False
MYC,Ipatasertib,background,186,0.004238431341946125,0.0054025123827159405,0.00585990259423852,False,False
MYC,Cyclophosphamide,background,186,0.0005088752950541675,0.0025009496603161097,0.003003680845722556,False,False
MYC,776928,background,132,-8.983232692116871e-05,0.002640489488840103,0.0032396225724369287,False,False
MYC,Leflunomide,background,170,-0.0006768223247490823,0.002566808369010687,0.0030722778756171465,False,False
MYC,IWP-2,background,170,0.00042110224603675306,0.0026302088517695665,0.0032421948853880167,False,False
MYC,AZD5582,background,167,0.022076604887843132,0.022256169468164444,0.021083788946270943,False,False
MYC,GSK3337463A,background,132,-8.983232692116871e-05,0.002640489488840103,0.0032396225724369287,False,False
MYC,VE-822,background,170,-0.0012593356659635901,0.0041332002729177475,0.005334065295755863,False,False
MYC,Entospletinib,background,170,-0.0005988376797176898,0.003066794713959098,0.003831637790426612,False,False
MYC,Schweinfurthin A,background,131,-0.008917453698813915,0.009258605539798737,0.007509324233978987,False,False
MYC,VE821,background,186,-3.511739123496227e-05,0.002432245062664151,0.003158032661303878,False,False
MYC,615590,background,132,-8.983232692116871e-05,0.002640489488840103,0.0032396225724369287,False,False
MYC,Mitoxantrone,background,132,-0.005745132453739643,0.007356487214565277,0.007190410513430834,False,False
MYC,VTP-A,background,145,-0.00016867661906871945,0.0026651788502931595,0.0032734123524278402,False,False
MYC,KRAS (G12C) Inhibitor-12,background,170,-0.0023083535488694906,0.0031784523744136095,0.0032164251897484064,False,False
MYCN,Erlotinib,EGFR_inhibitors,185,6.911077798577026e-05,0.0007259855628944933,0.00097338214982301,False,True
MYCN,Venetoclax,BCL2_inhibitors,186,7.50150065869093e-05,0.0007478581974282861,0.001234680530615151,False,True
MYCN,Alpelisib,PI3K_inhibitors,187,0.00021985411876812577,0.0008540845010429621,0.0010430511320009828,False,True
MYCN,Rucaparib,PARP_inhibitors,189,-0.0003255728806834668,0.0006060925079509616,0.0006547390948981047,False,True
MYCN,Navitoclax,BCL2_inhibitors,190,0.00019578462524805218,0.000901056278962642,0.001151121687144041,False,True
MYCN,Buparlisib,PI3K_inhibitors,186,0.000491190527100116,0.0009674450848251581,0.0010805110214278102,False,True
MYCN,Trametinib,MEK_inhibitors,189,0.0015548525843769312,0.001673601451329887,0.0018956537824124098,False,True
MYCN,Rapamycin,MTOR_inhibitors,185,0.0007271695649251342,0.0009412230574525893,0.001132983947172761,False,True
MYCN,Selumetinib,MEK_inhibitors,322,0.0005776981124654412,0.0008569660712964833,0.0011864561820402741,False,True
MYCN,Olaparib,PARP_inhibitors,189,-4.344200988271041e-06,0.0006352672353386879,0.0007747222553007305,False,True
MYCN,Temsirolimus,MTOR_inhibitors,180,0.0010757407872006297,0.0012394668301567435,0.0015160082839429379,False,True
MYCN,Gefitinib,EGFR_inhibitors,186,-0.00029068192816339433,0.0005823152605444193,0.0006765919388271868,False,True
MYCN,Niraparib,PARP_inhibitors,170,3.0109811632428318e-05,0.0007761369924992323,0.0009500033338554204,False,True
MYCN,Dabrafenib,BRAF_inhibitors,184,7.665756857022643e-05,0.0006878957501612604,0.0009588937973603606,False,True
MYCN,Palbociclib,CDK46_inhibitors,190,9.146959928330034e-05,0.0007787657668814063,0.00094994978280738,False,True
MYCN,Lapatinib,EGFR_inhibitors,189,-0.0005429238663055003,0.0008748413529247046,0.0009984590578824282,False,True
MYCN,Dihydrorotenone,background,132,-0.0010544643737375736,0.0012679758947342634,0.0011360516073182225,False,False
MYCN,PRT062607,background,170,-0.00011223134060855955,0.0007877770694904029,0.0009488965733908117,False,False
MYCN,SCH772984,background,186,0.000749834580346942,0.0010320673463866115,0.0012589143589138985,False,False
MYCN,GSK2578215A,background,186,-0.00047077416093088686,0.0006304268026724458,0.0006146093364804983,False,False
MYCN,KU-55933,background,187,-0.00044903269736096263,0.0005995672545395792,0.0005915642250329256,False,False
MYCN,Afatinib,background,188,-0.0002917528327088803,0.0008986524189822376,0.001100234454497695,False,False
MYCN,Obatoclax Mesylate,background,151,-0.000599437567871064,0.001363963121548295,0.0015194048173725605,False,False
MYCN,MIM1,background,145,-0.00011387487757019699,0.0006649753195233643,0.0007659033290110528,False,False
MYCN,AZD3759,background,189,-0.00042190405656583607,0.0006440035649575293,0.0006558394525200129,False,False
MYCN,720427,background,132,-0.000343714258633554,0.0006115621654316783,0.0006393166841007769,False,False
MYCN,Wee1 Inhibitor,background,186,-0.0006604590453207493,0.0010327054187655449,0.0010150551097467542,False,False
MYCN,Avagacestat,background,189,-0.0004996288334950805,0.0006114572170190513,0.0005761681823059916,False,False
MYCN,GSK-LSD1-2HCl ,background,146,-0.0003997034509666264,0.0006040273583494127,0.0006182338111102581,False,False
MYCN,AZD6482,background,56,0.0002972579386550933,0.0007545468979515135,0.0009426361066289246,False,False
MYCN,UMI-77,background,145,-1.6813854017527774e-05,0.0008771563298068941,0.0010523541131988168,False,False
MYCN,Ipatasertib,background,186,0.0005799762438982725,0.0010088830022141337,0.0012033142847940326,False,False
MYCN,Cyclophosphamide,background,186,-0.00038393339491449296,0.0005103041767142713,0.0005238770390860736,False,False
MYCN,776928,background,132,-0.000343714258633554,0.0006115621654316783,0.0006393166841007769,False,False
MYCN,Leflunomide,background,170,-0.0005477407248690724,0.0007115630432963371,0.0006752487970516086,False,False
MYCN,IWP-2,background,170,-0.0004517408087849617,0.0005841556703671813,0.0005681506008841097,False,False
MYCN,AZD5582,background,167,0.000218056098674424,0.0015907618217170238,0.002367077162489295,False,False
MYCN,GSK3337463A,background,132,-0.000343714258633554,0.0006115621654316783,0.0006393166841007769,False,False
MYCN,VE-822,background,170,-0.00034940033219754696,0.0008023864938877523,0.0008654623525217175,False,False
MYCN,Entospletinib,background,170,-8.144658931996673e-05,0.0006561538903042674,0.0007941009826026857,False,False
MYCN,Schweinfurthin A,background,131,0.0008370300638489425,0.0010211019543930888,0.0011059598764404655,False,False
MYCN,VE821,background,186,-0.0002246877265861258,0.0008340856293216348,0.0009369048639200628,False,False
MYCN,615590,background,132,-0.000343714258633554,0.0006115621654316783,0.0006393166841007769,False,False
MYCN,Mitoxantrone,background,132,0.0017817051848396659,0.00186442700214684,0.0016551719745621085,False,False
MYCN,VTP-A,background,145,-0.0003387705946806818,0.0005886669969186187,0.0006213666056282818,False,False
MYCN,KRAS (G12C) Inhibitor-12,background,170,-0.00017528323223814368,0.0005894829519093037,0.0006716023199260235,False,False
MAPK13,Erlotinib,EGFR_inhibitors,185,-0.0018719073850661516,0.002127664862200618,0.0023505487479269505,False,True
MAPK13,Venetoclax,BCL2_inhibitors,186,0.0015999585157260299,0.002726804930716753,0.0050138989463448524,False,True
MAPK13,Alpelisib,PI3K_inhibitors,187,-0.002835969440639019,0.00290763471275568,0.002213934436440468,False,True
MAPK13,Rucaparib,PARP_inhibitors,189,0.00042237111483700573,0.0009797887178137898,0.0011311891721561551,False,True
MAPK13,Navitoclax,BCL2_inhibitors,190,-0.0022241498809307814,0.003840046701952815,0.004590165335685015,False,True
MAPK13,Buparlisib,PI3K_inhibitors,186,-0.005076809786260128,0.005087194964289665,0.0022582346573472023,False,True
MAPK13,Trametinib,MEK_inhibitors,189,0.0009601133642718196,0.004451432731002569,0.007816690020263195,False,True
MAPK13,Rapamycin,MTOR_inhibitors,185,-0.0026353171560913324,0.0028077911119908094,0.0028912590350955725,False,True
MAPK13,Selumetinib,MEK_inhibitors,322,-0.0002102167927660048,0.0026645467150956392,0.004795295652002096,False,True
MAPK13,Olaparib,PARP_inhibitors,189,0.0003535141877364367,0.0012721195816993713,0.0015520843444392085,False,True
MAPK13,Temsirolimus,MTOR_inhibitors,180,-0.0025583291426301003,0.0028757555410265923,0.003704218892380595,False,True
MAPK13,Gefitinib,EGFR_inhibitors,186,-0.0004325265472289175,0.0010781942401081324,0.0014739977195858955,False,True
MAPK13,Niraparib,PARP_inhibitors,170,-0.0003340040857437998,0.0012860374990850687,0.0016485913656651974,False,True
MAPK13,Dabrafenib,BRAF_inhibitors,184,0.0006618050974793732,0.001685300492681563,0.0029926467686891556,False,True
MAPK13,Palbociclib,CDK46_inhibitors,190,-0.0015357986558228731,0.0019087254768237472,0.0019429484382271767,False,True
MAPK13,Lapatinib,EGFR_inhibitors,189,-0.0051080151461064816,0.00511384941637516,0.003582732519134879,False,True
MAPK13,Dihydrorotenone,background,132,0.002224218100309372,0.004261755384504795,0.005462873727083206,False,False
MAPK13,PRT062607,background,170,-0.005322681739926338,0.00532451132312417,0.002618413884192705,False,False
MAPK13,SCH772984,background,186,-0.00038408159161917865,0.0035785813815891743,0.005383004900068045,False,False
MAPK13,GSK2578215A,background,186,-0.00023694992705713958,0.0010654237121343613,0.001293673412874341,False,False
MAPK13,KU-55933,background,187,-0.0006104398635216057,0.001277076080441475,0.0014115710509940982,False,False
MAPK13,Afatinib,background,188,-0.0035773473791778088,0.0037560095079243183,0.0027126851491630077,False,False
MAPK13,Obatoclax Mesylate,background,151,-0.0027690406423062086,0.0037859014701098204,0.0035391913261264563,False,False
MAPK13,MIM1,background,145,-0.0003258688666392118,0.0010393414413556457,0.001256104209460318,False,False
MAPK13,AZD3759,background,189,-0.000640145386569202,0.0010955582838505507,0.001339050242677331,False,False
MAPK13,720427,background,132,-0.000238719760091044,0.000944474886637181,0.001150089898146689,False,False
MAPK13,Wee1 Inhibitor,background,186,-0.0034036519937217236,0.003497248748317361,0.002184184966608882,False,False
MAPK13,Avagacestat,background,189,-0.0005339027848094702,0.000997332390397787,0.0011615995317697525,False,False
MAPK13,GSK-LSD1-2HCl ,background,146,0.00010984033724525943,0.001018549082800746,0.0012185709783807397,False,False
MAPK13,AZD6482,background,56,-0.0020878869108855724,0.0021932274103164673,0.0019992126617580652,False,False
MAPK13,UMI-77,background,145,-0.0015839120605960488,0.002030124654993415,0.0019956580363214016,False,False
MAPK13,Ipatasertib,background,186,-0.002835829509422183,0.0029534806963056326,0.0029735041316598654,False,False
MAPK13,Cyclophosphamide,background,186,0.00016966878320090473,0.0009968922240659595,0.0012041411828249693,False,False
MAPK13,776928,background,132,-0.000238719760091044,0.000944474886637181,0.001150089898146689,False,False
MAPK13,Leflunomide,background,170,-0.00200346065685153,0.0022153679747134447,0.001865488477051258,False,False
MAPK13,IWP-2,background,170,-4.996131610823795e-05,0.0009931887034326792,0.0011971007334068418,False,False
MAPK13,AZD5582,background,167,-0.0071047889068722725,0.007510502357035875,0.0074621629901230335,False,False
MAPK13,GSK3337463A,background,132,-0.000238719760091044,0.000944474886637181,0.001150089898146689,False,False
MAPK13,VE-822,background,170,-0.0014589852653443813,0.0020964485593140125,0.0021612290292978287,False,False
MAPK13,Entospletinib,background,170,-0.003326575504615903,0.003375935135409236,0.0018275309121236205,False,False
MAPK13,Schweinfurthin A,background,131,-0.0008882374968379736,0.002079503610730171,0.0027974110562354326,False,False
MAPK13,VE821,background,186,-0.0008777882903814316,0.0014136885292828083,0.0015291926683858037,False,False
MAPK13,615590,background,132,-0.000238719760091044,0.000944474886637181,0.001150089898146689,False,False
MAPK13,Mitoxantrone,background,132,-0.0025873128324747086,0.0042635598219931126,0.004748794715851545,False,False
MAPK13,VTP-A,background,145,-0.000261721113929525,0.0009539242601022124,0.0011469413293525577,False,False
MAPK13,KRAS (G12C) Inhibitor-12,background,170,-0.0012479830766096711,0.0015210172859951854,0.001469700480811298,False,False
