gene_name,DRUG_ID,DRUG_NAME,n_test_cells,mean_delta_auc,std_delta_auc,abs_mean_delta,frac_positive,is_known_target
GFOD3P,1806,Oxaliplatin,132,0.002585680689662695,0.0026775121223181486,0.003202762920409441,0.8560606060606061,False
GFOD3P,1808,Topotecan,132,0.003770614741370082,0.00692779989913106,0.006604261230677366,0.6893939393939394,False
GFOD3P,1809,Teniposide,132,0.006651195697486401,0.0047563305124640465,0.0069687943905591965,0.9318181818181818,False
GFOD3P,1810,Mitoxantrone,132,0.002917670179158449,0.0056742215529084206,0.005319188814610243,0.7121212121212122,False
GFOD3P,1811,Dactinomycin,132,0.002503899857401848,0.0022138336207717657,0.002781752496957779,0.8636363636363636,False
GFOD3P,1812,Bleomycin,132,0.002059563994407654,0.00218273070640862,0.002425938379019499,0.8106060606060606,False
GFOD3P,1813,Fludarabine,132,0.001409278018400073,0.0038116739597171545,0.0031194197945296764,0.7424242424242424,False
GFOD3P,1814,Nelarabine,132,0.0016756897093728185,0.0019637702498584986,0.002138265175744891,0.8257575757575758,False
GFOD3P,1815,Dacarbazine,132,0.0009933380642905831,0.0017423186218366027,0.0016435949364677072,0.7196969696969697,False
GFOD3P,1816,Fulvestrant,132,0.001895460649393499,0.002226985991001129,0.002346890978515148,0.8106060606060606,False
GFOD3P,1817,Romidepsin,132,0.005180645734071732,0.003192008240148425,0.005283414851874113,0.9621212121212122,False
GFOD3P,1819,Docetaxel,126,0.01483223307877779,0.011990991421043873,0.015539107844233513,0.9126984126984127,False
GFOD3P,1820,123829,132,0.0014001094968989491,0.0017731861444190145,0.0019037940073758364,0.7878787878787878,False
GFOD3P,1821,765771,132,0.0014001094968989491,0.0017731861444190145,0.0019037940073758364,0.7878787878787878,False
GFOD3P,1824,123138,132,0.0014001094968989491,0.0017731861444190145,0.0019037940073758364,0.7878787878787878,False
GFOD3P,1825,Podophyllotoxin bromide,132,0.005220582243055105,0.003429700620472431,0.005338035058230162,0.946969696969697,False
GFOD3P,1826,50869,132,0.0014001094968989491,0.0017731861444190145,0.0019037940073758364,0.7878787878787878,False
GFOD3P,1827,Dihydrorotenone,132,-0.004026208538562059,0.006028359290212393,0.005368523299694061,0.32575757575757575,False
GFOD3P,1828,720427,132,0.0014001094968989491,0.0017731861444190145,0.0019037940073758364,0.7878787878787878,False
GFOD3P,1829,667880,132,0.0014001094968989491,0.0017731861444190145,0.0019037940073758364,0.7878787878787878,False
GFOD3P,1830,Gallibiscoquinazole,132,0.0008164838654920459,0.0019887106027454138,0.0018187819514423609,0.6666666666666666,False
GFOD3P,1831,L-Oxonoreleagnine,132,0.0009842582512646914,0.0018358753295615315,0.0017425440018996596,0.7045454545454546,False
GFOD3P,1832,729189,132,0.0014001094968989491,0.0017731861444190145,0.0019037940073758364,0.7878787878787878,False
GFOD3P,1833,741909,132,0.0014001094968989491,0.0017731861444190145,0.0019037940073758364,0.7878787878787878,False
GFOD3P,1834,743380,132,0.0014001094968989491,0.0017731861444190145,0.0019037940073758364,0.7878787878787878,False
GFOD3P,1835,Elephantin,132,0.0048454878851771355,0.0030596512369811535,0.00487353652715683,0.9848484848484849,False
GFOD3P,1836,150412,132,0.0014001094968989491,0.0017731861444190145,0.0019037940073758364,0.7878787878787878,False
GFOD3P,1838,Sinularin,132,0.0014437048230320215,0.0017538968240842223,0.0019168718717992306,0.7424242424242424,False
GFOD3P,1839,615590,132,0.0014001094968989491,0.0017731861444190145,0.0019037940073758364,0.7878787878787878,False
GFOD3P,1840,630600,132,0.0014001094968989491,0.0017731861444190145,0.0019037940073758364,0.7878787878787878,False
GFOD3P,1843,LMP744,132,0.008715512230992317,0.008306825533509254,0.009782476350665092,0.8484848484848485,False
GFOD3P,1844,776928,132,0.0014001094968989491,0.0017731861444190145,0.0019037940073758364,0.7878787878787878,False
GFOD3P,1845,Schweinfurthin A,131,0.004776608664542437,0.004190579988062382,0.005066713318228722,0.8854961832061069,False
GFOD3P,1847,BEN,132,0.007722815964370966,0.008366269990801811,0.008743891492486,0.8484848484848485,False
GFOD3P,1849,Sabutoclax,170,0.0004986931453458965,0.006013467442244291,0.005076296161860228,0.5647058823529412,False
GFOD3P,1852,LY2109761,169,0.001222405582666397,0.0019472462590783834,0.0019308452028781176,0.7514792899408284,False
GFOD3P,1853,OF-1,170,-0.00043698021909222007,0.0025953936856240034,0.002171727130189538,0.4823529411764706,False
GFOD3P,1854,MN-64,170,0.0011742928763851523,0.0019719740375876427,0.0019671537447720766,0.7352941176470589,False
GFOD3P,1855,KRAS (G12C) Inhibitor-12,170,0.0012455628020688891,0.0020822486840188503,0.0020317172165960073,0.7470588235294118,False
GFOD3P,1862,MG-132,190,-0.0025501775089651346,0.00466256495565176,0.004192798864096403,0.3263157894736842,False
GFOD3P,1866,BDP-00009066,145,0.00135136884637177,0.0017502481350675225,0.0018589874962344766,0.7862068965517242,False
GFOD3P,1873,Buparlisib,186,0.0008835360058583319,0.00290718418546021,0.0024880918208509684,0.6236559139784946,False
